node_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
20,135.553958,166.354899,218.282716,274.679832,349.109281,426.842003,466.226377,557.208828,621.609994,721.763975,68.912046,123.653691,161.010124,266.129762,338.023807,399.331911,469.111050,548.452929,613.025409,671.427999,0.000000,105.830714,170.059801,238.900984,317.925722,401.218795,463.242325,571.165911,636.339478,707.547208,70.899661,104.493880,177.016712,252.914133,336.191378,392.811514,504.509424,580.388927,624.569575,699.178587,135.348833,185.022473,268.789353,312.221318,356.532006,444.704013,530.835531,577.266328,632.928246,713.592615,239.270034,281.256361,302.842810,329.109952,409.813570,454.130783,531.754559,587.959367,659.911382,729.108364,296.787110,302.260249,354.198009,414.155453,482.108800,517.398955,608.367262,675.621693,694.384244,767.117312,390.580419,420.510195,457.937696,463.951920,535.071301,552.278058,643.458529,691.319718,775.391733,819.425821,436.762528,470.775645,513.116656,563.220183,587.298104,602.272748,688.580692,740.136997,815.473370,850.138661,530.147344,536.851502,578.169449,596.933168,664.350832,696.627241,746.779436,782.443447,853.055881,923.670198
21,149.921926,124.599037,139.642798,188.140490,250.089802,325.138788,363.480656,452.522850,516.876407,616.992146,105.638133,58.253270,80.879768,163.553777,233.080728,294.744623,363.414201,442.968112,507.195035,565.624359,105.830714,0.000000,64.265416,136.785134,212.774872,295.614598,358.520814,466.291996,531.416298,602.069022,87.922251,78.865176,94.315067,159.180700,237.701983,294.979865,402.216848,478.393246,522.371069,595.707875,151.997975,155.084288,209.980160,230.558486,269.284199,351.331769,435.284024,479.005187,533.987444,612.956660,259.188815,260.395614,266.085555,269.708311,332.764249,373.605961,445.185678,496.654937,566.473323,633.302236,316.543756,289.479261,315.458029,365.902297,417.677512,447.334471,528.763029,590.518223,604.853115,674.870803,394.875028,408.773833,425.919972,417.451325,479.845560,486.966994,570.450604,614.088154,690.894190,731.747722,449.912370,457.414794,487.785398,523.687378,537.216005,544.691695,621.574303,668.201626,737.717983,770.193313,540.722587,524.940118,559.330781,565.371889,619.321553,646.708063,684.951913,714.086356,778.606994,847.209273
22,187.538738,135.636373,112.790749,145.986951,192.102106,263.964150,301.302161,388.803335,453.099815,553.164684,160.053896,82.354472,72.925359,103.218398,169.386302,231.238790,299.157023,378.787041,443.005494,501.370667,170.059801,64.265416,0.000000,81.360890,150.012113,231.928048,295.930079,403.389016,468.411623,538.421123,143.582001,121.209311,81.445711,115.477962,183.577727,240.468087,342.146247,418.374338,462.055032,534.086568,194.045159,172.185475,197.478632,195.238254,226.426526,300.469653,381.472638,422.458128,476.603531,553.867029,292.297527,270.743596,265.471135,251.839219,297.195154,333.956835,399.168614,446.099733,513.679407,578.261927,346.557493,302.849367,310.459317,351.933589,390.061784,414.720143,487.483760,544.350744,555.059679,622.578933,413.554980,417.558461,421.253631,403.085089,457.744560,457.286499,533.824205,573.846164,644.595523,682.818019,472.030132,463.826288,485.926029,511.715688,517.744433,519.779051,588.886213,631.486853,696.248440,726.934882,559.536029,530.744038,560.203038,557.978817,602.151386,625.864607,655.402935,679.633390,739.340691,806.155971
23,268.656110,211.831153,168.791569,177.190005,180.946468,234.546138,265.275083,340.381654,403.196200,501.792752,239.555832,163.599480,148.508338,102.203790,131.812003,190.004786,244.173920,324.753436,381.631858,441.392095,238.900984,136.785134,81.360890,0.000000,84.319989,168.261452,225.619213,333.509435,398.652546,471.414345,194.340079,161.048022,81.222444,45.136653,102.383190,159.502035,265.832508,341.900178,385.982699,460.281122,220.700592,171.234171,154.484383,125.183406,148.559296,219.121166,300.464304,342.640175,397.373472,476.186486,298.104531,248.484493,230.047431,197.004237,223.142862,256.577452,318.563648,364.739328,432.516471,497.763116,345.097460,282.068411,266.870498,296.604218,320.766653,341.197601,408.411030,463.506157,473.708982,541.363935,394.333540,385.866595,373.890048,345.904884,392.197022,385.507316,456.942681,495.007788,563.652353,601.498083,455.526731,427.997874,440.158036,454.904524,453.780731,451.150769,514.145615,554.235478,616.695272,646.728836,536.858574,492.773836,516.143455,505.131414,539.404354,559.743181,582.456988,603.504515,660.635284,726.642860
24,325.497124,257.365015,194.322757,175.645762,134.545527,164.510805,189.075590,257.306521,319.531154,417.734043,308.755078,225.171589,199.254811,97.866201,68.529221,113.973147,160.156651,240.622735,297.783226,357.363060,317.925722,212.774872,150.012113,84.319989,0.000000,84.308646,145.924355,253.537816,318.645414,389.708765,277.937376,245.280490,164.927882,102.752271,73.861625,113.919341,194.607302,270.431510,313.556641,384.292612,304.041378,249.456727,210.188337,150.027073,145.238761,179.106432,247.148845,280.833774,332.693999,406.727427,374.762246,312.341055,285.150671,234.808688,222.606041,242.406335,284.473370,317.790855,378.696612,437.904969,417.658199,345.408920,311.969385,325.990518,325.164482,334.578982,380.745759,423.862641,426.009157,487.255100,455.340377,437.307008,409.905285,370.269890,401.102791,381.605538,436.757806,466.639590,521.817772,553.819181,517.212525,474.543865,476.012978,476.169500,463.696690,452.284601,499.380686,531.065597,583.433641,609.639800,592.710312,535.782098,552.233531,530.721622,549.517863,563.500683,571.290506,583.320970,630.768854,692.647061
25,397.992579,325.389401,254.638105,219.699226,143.403699,126.206258,133.080747,179.642367,239.401663,335.923485,387.978895,302.424566,272.652504,157.744605,87.280380,75.088760,80.659796,159.136577,213.483329,273.141056,401.218795,295.614598,231.928048,168.261452,84.308646,0.000000,69.200786,172.801688,237.301911,306.498145,362.229539,329.305556,247.929518,179.371289,114.069958,111.136095,129.742862,200.850099,241.473182,306.892472,386.094398,327.555866,274.795795,201.647837,176.526559,163.212269,204.077014,223.975952,269.952107,336.553348,450.156611,378.404376,345.449079,285.078160,242.103622,246.022616,261.998997,277.744634,327.719557,378.311940,489.045394,410.245501,363.297081,363.514488,340.008220,338.004885,359.524325,387.679260,380.663394,433.222575,516.130942,490.064078,449.819591,401.241488,416.336990,385.174042,421.243785,441.426751,480.637986,505.694551,577.759660,522.178769,513.945139,500.559281,477.618073,457.985599,487.512646,509.623814,550.251263,571.959059,647.013914,579.032401,588.772006,557.832880,561.319697,568.730252,561.339294,563.844381,600.351798,657.041524
26,466.480750,394.390647,323.832577,287.710838,206.117024,167.992575,157.507892,161.771302,210.338900,298.324739,454.099925,369.386864,340.726533,226.840843,155.810651,128.161874,80.123866,131.877626,163.920822,223.947780,463.242325,358.520814,295.930079,225.619213,145.924355,69.200786,0.000000,107.965496,173.147101,246.115721,419.348383,384.621071,301.165532,226.588002,146.418637,113.442783,64.851573,131.949096,172.273397,239.059605,435.353954,371.145696,305.164942,226.000101,188.348694,138.430573,150.517208,160.011751,202.524380,267.368490,488.032558,406.656461,368.836560,301.891271,236.330832,226.858305,220.600879,222.672009,264.889888,311.281078,521.284301,436.445899,377.597688,365.505610,324.000015,312.901544,314.900258,332.363176,320.105327,368.005758,536.104869,502.434812,451.213541,396.254767,397.807339,358.356148,379.085993,392.196639,421.254888,442.645843,596.618840,529.082614,512.165946,487.425264,456.439988,430.782036,446.630666,461.845904,494.734971,513.753371,658.638608,580.943345,584.492978,545.909941,536.883064,539.098653,520.700239,516.697434,546.044678,599.445534
27,569.880273,496.044222,422.999019,380.876421,290.970387,230.144081,201.391027,143.627260,158.494610,220.885186,560.654369,475.225509,445.144379,328.680016,253.843340,209.922078,133.274370,110.858162,81.985715,133.423174,571.165911,466.291996,403.389016,333.509435,253.537816,172.801688,107.965496,0.000000,65.182719,139.508738,526.922748,491.849253,408.115849,332.356901,249.323674,205.214931,88.808822,71.385192,88.512327,136.183699,540.289725,473.763285,400.954299,320.642548,276.888143,200.230476,157.764490,128.135475,140.555512,178.712179,586.131038,498.745442,457.844056,387.572864,304.600117,280.196430,239.258259,208.843112,219.335942,242.117263,614.928503,526.367278,458.372770,434.152227,372.831573,349.378205,315.839446,305.807595,278.276270,305.442035,618.882221,578.209136,516.167530,455.514954,438.919979,388.981196,380.628859,377.441152,377.833298,386.119951,677.479714,598.407938,571.654345,532.716165,491.084361,456.962897,447.318335,447.198896,459.856684,470.805445,731.127992,643.432643,639.181505,591.226572,563.719490,557.247985,519.097288,501.516142,512.884931,556.240433
28,633.156324,558.691270,484.837269,440.589578,348.653537,281.678099,247.999445,169.426932,158.150744,189.665891,625.280787,539.604803,508.994845,391.865665,316.302888,268.593126,189.665492,143.520913,76.897348,98.216944,636.339478,531.416298,468.411623,398.652546,318.645414,237.301911,173.147101,65.182719,0.000000,77.187670,591.904095,556.679255,472.858591,396.718262,313.015320,266.417243,146.096162,94.225438,76.555472,80.459587,604.067692,536.615371,461.226497,381.060452,335.702914,252.758124,193.353264,148.446528,134.454321,138.668871,646.712079,556.905100,514.884000,443.805373,355.195533,325.447423,271.104881,226.050662,214.174394,215.866193,673.340244,583.405146,511.754559,482.306480,412.960183,384.238055,333.314159,307.048627,270.833730,280.860546,672.060016,628.233905,561.497333,498.911267,473.639650,419.604168,395.612327,382.789061,364.343933,362.979991,729.422303,645.098297,613.648977,567.910094,521.380412,483.446135,459.698358,450.336414,449.689252,454.953088,778.562368,686.296183,678.036372,625.659190,588.545054,577.325798,528.434204,502.979617,502.647213,538.549774
29,696.890618,621.200865,546.015017,498.189346,404.179247,330.523946,292.390125,198.933138,161.543308,147.727355,693.087538,606.732450,574.650470,456.506944,380.154021,327.192226,248.176237,183.823500,106.039333,75.398425,707.547208,602.069022,538.421123,471.414345,389.708765,306.498145,246.115721,139.508738,77.187670,0.000000,665.420380,630.723934,547.169133,471.765962,388.811285,343.325159,223.267057,167.039743,137.153352,84.591430,679.798369,613.029524,538.360369,458.161714,412.890530,329.284107,265.207724,215.581245,186.791079,152.948635,723.832448,634.043329,591.904756,520.734520,430.867056,399.345910,339.354275,287.044209,258.759118,238.018965,750.486127,660.404223,587.968717,556.714862,483.895695,452.523316,391.001213,352.338325,309.656545,300.184890,748.066815,703.127708,634.414603,571.075895,541.071940,484.941866,450.065203,429.418242,392.847984,380.242741,804.955255,718.483032,684.673998,635.061604,585.596905,545.335875,510.915782,493.488509,479.445309,478.232632,852.099182,757.608291,747.029678,692.038914,648.336148,633.510069,576.033173,543.618128,531.245886,558.010534
30,189.895853,195.954538,226.101143,276.029370,335.135786,407.426239,444.226706,528.936443,592.843921,692.476685,124.767225,135.477160,166.295896,246.728254,310.715873,372.608495,435.767073,516.299433,575.712862,635.277685,70.899661,87.922251,143.582001,194.340079,277.937376,362.229539,419.348383,526.922748,591.904095,665.420380,0.000000,37.746675,120.380167,198.207763,283.373337,338.244522,454.568655,529.381158,573.645685,650.361185,74.124289,114.156725,199.147562,248.311833,294.585810,385.542213,472.675658,521.378664,577.476650,659.880332,183.948559,212.513968,232.218338,259.022155,342.895329,388.071599,467.775599,526.321088,599.389721,670.182963,242.429072,235.575352,283.607298,343.260890,412.056946,448.153500,541.251804,610.361411,631.248656,705.407034,330.400095,355.167726,388.423222,393.124632,464.218589,482.185678,574.489780,623.276009,709.616500,754.983849,380.675013,405.271207,444.943924,493.006391,516.429342,531.469818,618.507461,670.787933,747.351050,782.600411,473.461214,472.059169,511.662914,527.851465,593.764949,625.798474,676.135457,712.456071,784.077300,855.079221
31,208.173524,200.274159,217.391712,262.352492,312.816534,381.884144,417.319661,499.121894,562.637142,661.841493,147.392310,135.146995,159.551969,223.505636,282.768878,344.276706,404.465909,485.103190,542.601700,602.419903,104.493880,78.865176,121.209311,161.048022,245.280490,329.305556,384.621071,491.849253,556.679255,630.723934,37.746675,0.000000,83.982530,161.512939,246.741002,301.136332,418.201850,492.703222,536.946359,614.031017,74.300642,86.348125,164.420390,210.697744,256.847391,347.846265,435.021538,483.925946,540.054224,622.659424,180.324875,190.328105,204.359196,224.949660,306.114216,350.998173,430.260078,488.598021,561.643621,632.461047,237.782854,216.752712,255.565973,312.751999,377.833660,412.905128,504.615570,573.126125,593.650309,667.699443,318.479073,336.916605,363.092966,363.363391,432.367347,448.010176,538.990828,587.124806,672.531881,717.593355,372.230600,386.457835,421.979621,465.617243,486.082206,499.219720,584.276555,635.643176,711.258171,746.192129,463.729602,453.813094,491.003938,503.000010,564.984916,595.724950,643.151074,678.083423,748.594071,819.299285
32,243.976594,208.220092,194.236024,223.676161,252.022571,312.897970,345.302625,421.586665,484.290981,582.661749,197.580763,144.934338,149.687006,164.736992,210.768909,270.441097,325.068093,405.548410,460.496245,520.525582,177.016712,94.315067,81.445711,81.222444,164.927882,247.929518,301.165532,408.115849,472.858591,547.169133,120.380167,83.982530,0.000000,77.842043,162.994928,218.090373,334.300521,409.004900,453.267760,530.123735,139.481157,96.397101,119.250970,137.978825,180.058668,267.780663,354.243404,401.820453,457.796925,539.770342,222.231952,189.889018,184.294494,177.167262,239.300783,281.302021,355.985374,411.033036,482.899435,552.373624,273.007367,222.419601,230.321979,275.497779,323.462390,353.114888,436.501580,500.701312,517.859358,590.153214,333.944388,336.172672,341.366732,327.028196,386.688268,392.666618,476.678296,521.243430,600.873060,643.564502,393.318385,382.385773,405.467657,434.729567,444.955270,450.972297,527.289489,574.358076,645.142995,678.332770,479.512570,449.337349,479.316734,479.206260,528.044622,554.128895,590.705781,619.901048,685.267955,754.370876
33,301.390840,250.451594,212.705562,222.231795,219.535765,264.880891,291.594994,357.801623,418.652323,515.172224,264.756967,196.553382,187.076379,145.983601,163.407579,216.190376,259.266391,338.507699,388.433443,448.670157,252.914133,159.180700,115.477962,45.136653,102.752271,179.371289,226.588002,332.356901,396.718262,471.765962,198.207763,161.512939,77.842043,0.000000,85.228412,140.409493,256.743865,331.218060,375.472596,452.563770,208.857980,148.234708,113.044204,81.432604,111.516904,192.724674,278.074370,324.546074,380.391416,462.039161,272.320693,211.834631,189.167388,152.129241,182.059273,218.569616,286.429062,337.643038,408.162685,476.400111,314.985755,245.270186,223.406930,251.508276,277.463459,299.924242,372.602572,431.845739,445.688715,516.203837,356.667184,344.465674,329.369110,300.769991,347.949475,343.326450,418.346384,458.769892,532.237303,572.587114,418.317323,385.386709,395.726210,409.778149,409.287357,407.780789,473.779178,516.013150,581.569137,612.936977,497.263073,449.523439,471.834041,460.041219,494.773801,515.757073,541.007900,564.230028,624.144774,691.399187
34,370.202531,309.532218,255.596538,245.541421,207.716819,226.692769,243.220357,292.012420,349.105111,442.135597,341.656477,265.502366,247.290365,165.268512,140.404323,173.160852,193.593744,268.342365,310.242691,370.342805,336.191378,237.701983,183.577727,102.383190,73.861625,114.069958,146.418637,249.323674,313.015320,388.811285,283.373337,246.741002,162.994928,85.228412,0.000000,57.297840,171.601972,246.010538,290.272841,367.386612,291.062679,224.980197,161.930777,87.692453,71.919232,117.814121,198.110016,241.508556,296.878173,377.544557,342.135325,265.249119,231.411146,172.020742,148.758619,170.017533,220.409227,262.925129,330.139497,395.708652,377.656402,296.666229,250.356858,256.708753,251.312831,261.412548,314.012789,363.940783,372.014809,439.009759,402.061792,377.095114,342.040791,298.959356,327.325217,308.238481,367.297610,400.587692,463.612761,499.993790,463.702993,410.960183,407.506843,403.621097,389.908001,378.588077,428.454296,462.998112,520.141156,548.563165,533.877484,469.880644,483.355566,458.868447,475.691633,489.739037,499.619146,514.280774,565.841104,629.942082
35,426.433565,363.917496,306.158912,289.445216,236.680747,236.560110,243.483795,272.489627,323.664854,411.019115,398.921587,322.081871,302.456421,211.492849,169.461877,183.732812,179.382156,244.422348,274.032694,332.988013,392.811514,294.979865,240.468087,159.502035,113.919341,111.136095,113.442783,205.214931,266.417243,343.325159,338.244522,301.136332,218.090373,140.409493,57.297840,0.000000,121.131824,192.614250,236.627280,315.158119,340.513201,270.991266,195.808447,115.528902,74.926133,65.218224,141.006442,184.500889,240.126413,321.680889,380.919110,295.091800,256.053432,188.465405,131.267286,136.788678,170.554312,207.433941,273.270604,338.413409,410.708517,324.068958,264.326299,256.036432,229.099153,229.745482,267.038116,311.082944,316.492180,382.227085,422.669921,389.677730,342.369960,291.261384,305.580430,277.165416,324.206102,352.760775,409.942670,444.587239,483.186985,417.954194,405.305845,389.457834,367.197434,349.570484,388.080369,417.605447,469.748718,496.594633,546.246443,472.127296,479.397372,446.848231,451.497257,460.818895,460.863517,470.261372,516.871643,579.137094
36,519.894667,450.111846,382.096758,349.397189,270.415719,231.534874,216.990809,198.756982,233.258927,307.123901,502.077367,419.601090,393.616828,284.032197,216.930934,193.011339,138.053849,165.020068,166.928174,221.811297,504.509424,402.216848,342.146247,265.832508,194.607302,129.742862,64.851573,88.808822,146.096162,223.267057,454.568655,418.201850,334.300521,256.743865,171.601972,121.131824,0.000000,76.237918,120.163433,195.829167,461.102594,392.100770,315.153020,235.045083,189.684177,111.850134,90.993878,95.254427,140.521022,212.149887,500.647896,411.213809,369.731790,299.131135,216.366213,194.867239,168.369011,160.224918,200.063973,248.603594,527.585505,438.284940,369.563953,346.397836,290.009607,271.304832,257.794273,269.049549,255.341382,303.897752,530.074561,489.736825,429.387023,369.940082,359.637328,314.111329,322.866326,331.529032,356.597489,377.900011,588.705474,510.903105,486.430693,452.239433,415.040520,384.932244,390.645419,401.615056,430.978448,449.258796,643.234303,557.557576,555.626150,510.973725,491.946987,490.226207,464.386022,456.586396,482.629355,535.033607
37,595.286285,524.669423,455.284862,419.559975,335.673812,285.373784,262.167084,214.434300,228.186132,279.854885,578.279515,495.568325,469.052022,357.712357,287.755494,255.333966,186.906916,181.049561,147.780288,188.558323,580.388927,478.393246,418.374338,341.900178,270.431510,200.850099,131.949096,71.385192,94.225438,167.039743,529.381158,492.703222,409.004900,331.218060,246.010538,192.614250,76.237918,0.000000,44.273970,122.899916,532.879269,462.328646,380.970572,302.168057,254.529430,165.337195,99.145650,58.138768,74.578106,136.490096,565.787741,472.291600,428.997235,357.429766,264.504501,232.330835,177.512892,138.998200,149.626888,182.321213,588.572725,497.157910,422.146913,389.675145,318.747386,290.362482,246.733459,234.487836,208.466154,242.677664,581.796018,536.130836,467.825869,404.936879,379.906086,326.806822,310.980436,306.150675,309.035699,321.342341,638.213799,551.689511,519.469645,474.174436,428.868808,392.336345,377.157041,375.841402,389.788932,402.310106,685.262192,592.164117,583.877287,532.118679,498.370986,489.701779,448.431037,430.133355,442.703540,488.070525
38,637.752389,566.429042,496.087045,458.458760,372.144871,316.503472,289.463141,228.529923,229.914880,265.803008,621.841194,538.720837,511.625167,399.037985,327.585551,291.108233,218.278364,197.377989,147.038950,174.634598,624.569575,522.371069,462.055032,385.982699,313.556641,241.473182,172.273397,88.512327,76.555472,137.153352,573.645685,536.946359,453.267760,375.472596,290.272841,236.627280,120.163433,44.273970,0.000000,80.245350,576.624227,505.726607,423.247654,345.013146,296.985191,206.043992,131.214643,78.850400,58.504451,95.319239,607.532120,512.802465,468.999394,397.398462,301.817194,266.452511,202.357357,151.343287,139.092984,153.659443,628.808704,536.810654,459.725118,423.796072,347.589849,315.422641,257.688758,231.048916,196.959190,217.346047,618.410467,570.678330,499.304607,435.415179,403.921451,348.034956,319.383462,306.420904,293.658188,298.522723,673.740378,583.729750,548.170852,497.936819,449.071327,409.729166,383.187717,374.331466,377.656264,385.832492,717.355000,621.194433,609.931049,555.019839,513.965641,501.600728,451.906475,427.340438,430.763375,470.681717
39,704.850822,631.616197,559.002095,516.975119,426.373462,361.485117,328.377953,248.187291,227.823439,231.578363,692.963132,608.445180,579.493206,464.012358,389.745616,345.607736,267.632019,223.690625,152.631144,150.165209,699.178587,595.707875,534.086568,460.281122,384.292612,306.892472,239.059605,136.183699,80.459587,84.591430,650.361185,614.031017,530.123735,452.563770,367.386612,315.158119,195.829167,122.899916,80.245350,0.000000,655.617781,585.224315,503.402245,424.937164,377.067739,286.275164,209.246476,154.613922,112.528272,69.124841,687.773849,592.922603,548.998497,477.415927,380.917953,343.956818,274.184514,214.819046,176.914515,153.873026,708.837346,616.672500,538.690993,500.615689,420.571237,385.328920,313.974253,269.650395,225.707666,216.973156,696.630607,647.484070,573.770143,509.266656,471.808945,413.665774,370.483213,346.697443,308.463650,297.978044,751.145063,658.445925,619.892901,564.806980,512.365234,470.205058,429.469037,409.708497,395.051853,394.778942,791.853531,692.992126,678.694715,620.576471,571.050165,553.993511,493.130952,459.368466,447.020755,475.624174
40,263.270335,268.618727,291.341692,336.599933,383.996597,450.065582,483.817825,561.022395,623.564125,721.609158,197.151372,205.761635,232.865433,294.670746,348.959555,409.407992,464.165031,544.483104,597.144464,657.354611,135.348833,151.997975,194.045159,220.700592,304.041378,386.094398,435.353954,540.289725,604.067692,679.798369,74.124289,74.300642,139.481157,208.857980,291.062679,340.513201,461.102594,532.879269,576.624227,655.617781,0.000000,74.385827,167.591591,235.011459,283.788886,377.615253,464.755287,516.847898,572.915882,657.351112,110.002775,149.272099,178.010570,221.113324,316.552331,363.298382,447.166223,510.336810,584.887632,658.184534,168.446306,167.541381,227.960901,291.756087,370.713960,410.672453,510.764917,584.619308,610.641963,687.386100,257.001734,285.174636,326.167823,339.023292,414.458905,439.741870,536.919915,588.908783,681.690869,730.267846,306.572228,335.443491,379.031162,433.193742,462.390172,482.209589,575.131114,630.889073,711.935426,748.992089,399.433407,401.521525,442.991757,463.893667,535.911015,570.464773,628.152689,669.104617,745.232870,817.481771
41,294.194240,279.682471,282.471875,317.743889,347.923908,405.768554,436.015625,505.920040,566.884019,663.163830,233.644331,213.323774,230.193538,261.115190,303.044349,360.509460,407.488663,486.682072,534.544910,594.762289,185.022473,155.084288,172.185475,171.234171,249.456727,327.555866,371.145696,473.763285,536.615371,613.029524,114.156725,86.348125,96.397101,148.234708,224.980197,270.991266,392.100770,462.328646,505.726607,585.224315,74.385827,0.000000,93.482694,161.940836,210.766398,304.606415,391.426030,444.073539,499.997098,584.718040,126.944187,105.517566,118.482609,149.293763,242.426249,289.099927,372.798605,436.006858,510.598468,584.037630,176.611129,134.529412,169.853784,229.162898,301.249936,339.589494,437.720440,510.777527,536.327710,613.005177,242.428443,253.714229,276.747970,278.975491,350.527212,371.031384,466.131748,517.045982,608.287894,656.379978,300.050417,302.551615,335.907400,379.737893,402.277185,417.968105,507.153215,561.222831,640.556118,677.052083,388.654826,370.069213,405.723988,416.651895,479.864069,511.646003,563.112986,601.215071,675.211923,747.000453
42,359.356056,327.469092,308.507486,328.616455,332.577027,374.643061,398.050288,453.787677,510.952868,603.015506,306.348804,263.695684,268.361472,256.610439,274.969656,323.798732,355.092242,430.215471,468.538808,528.051280,268.789353,209.980160,197.478632,154.484383,210.188337,274.795795,305.164942,400.954299,461.226497,538.360369,199.147562,164.420390,119.250970,113.044204,161.930777,195.808447,315.153020,380.970572,423.247654,503.402245,167.591591,93.482694,0.000000,80.312172,126.459843,218.300772,303.367226,357.338275,412.627202,497.804193,185.497455,103.623434,76.127218,60.885051,148.974279,195.706977,279.836379,343.995472,418.766349,492.785371,216.199358,135.890201,114.054712,156.377482,213.429557,249.037538,344.718402,417.305831,443.113040,520.112285,245.169525,231.595305,224.090971,207.948952,270.675568,283.604133,375.464068,425.082822,514.982781,562.899584,307.031951,273.600376,289.384301,315.479582,327.283278,336.564515,419.857129,471.640442,548.948942,584.870136,384.345130,338.814506,364.528674,360.562944,409.465581,436.857864,479.373031,513.670251,585.006707,656.214005
43,377.803549,330.821582,293.832020,299.664873,282.435645,311.768495,330.409123,378.315096,433.727117,524.275224,335.260446,274.252589,267.684085,220.553983,218.401478,258.841130,280.525830,353.233270,388.812237,448.132125,312.221318,230.558486,195.238254,125.183406,150.027073,201.647837,226.000101,320.642548,381.060452,458.161714,248.311833,210.697744,137.978825,81.432604,87.692453,115.528902,235.045083,302.168057,345.013146,424.937164,235.011459,161.940836,80.312172,0.000000,48.832484,142.692574,229.744177,282.133280,338.080427,422.778576,265.679185,180.672061,144.380122,85.287512,102.642544,143.337295,219.685582,278.446214,352.170566,424.353076,295.553736,210.913037,163.362839,177.443822,196.030939,219.535133,298.557929,363.468114,382.952593,457.302998,314.596895,289.871494,260.142428,224.264663,267.027379,262.212429,340.375166,383.569422,463.416695,507.268382,376.150841,325.165836,326.417931,332.471871,328.728032,326.357693,393.853310,438.181886,507.327811,540.356276,446.464554,385.798981,402.730266,384.792409,414.474895,434.585028,460.196149,485.198739,548.076394,616.708090
44,412.904148,360.098078,314.832838,311.897822,279.531402,296.124314,309.178945,346.262288,398.456398,485.799193,374.857417,307.996398,296.653043,231.207483,212.320400,242.367529,251.076521,318.920272,348.236237,406.718545,356.532006,269.284199,226.426526,148.559296,145.238761,176.526559,188.348694,276.888143,335.702914,412.890530,294.585810,256.847391,180.058668,111.516904,71.919232,74.926133,189.684177,254.529430,296.985191,377.067739,283.788886,210.766398,126.459843,48.832484,0.000000,93.862160,181.004216,233.308223,289.248035,373.962057,311.650160,221.860389,181.651906,113.543332,78.357901,108.023102,176.149209,231.806062,304.862186,376.383015,338.071916,249.956413,189.877619,187.365399,180.579759,194.710857,261.136159,321.307090,337.880122,410.976068,347.756489,315.860435,273.495347,227.737338,256.064967,240.511736,308.385006,347.424363,421.655163,463.549565,408.352064,346.035260,338.147195,331.748856,318.665982,309.322758,366.115130,405.733374,470.063478,501.494696,472.714720,402.526166,413.533878,387.216154,404.591959,420.002734,435.417349,454.978725,512.918804,579.911041
45,487.659468,427.234735,371.031959,354.515840,298.311694,288.819116,288.961928,298.720923,341.114550,418.760436,456.505322,382.706452,365.102880,276.708589,232.145680,238.257019,216.317436,266.989793,278.599368,333.544239,444.704013,351.331769,300.469653,219.121166,179.106432,163.212269,138.430573,200.230476,252.758124,329.284107,385.542213,347.846265,267.780663,192.724674,117.814121,65.218224,111.850134,165.337195,206.043992,286.275164,377.615253,304.606415,218.300772,142.692574,93.862160,0.000000,87.469487,139.519249,195.391821,280.192962,401.650395,307.006024,263.675077,192.135199,104.517561,88.430782,105.403982,145.694020,215.451412,284.730455,423.243080,331.907351,259.104957,234.688107,185.581670,176.531821,202.355709,246.524881,254.590053,323.559219,419.553021,377.985659,318.345296,260.378204,259.615614,223.144604,260.930282,287.735247,345.915182,382.407680,477.567704,399.263456,376.872535,349.029647,318.979568,296.020138,325.963699,353.143307,404.571150,431.741442,531.415910,447.188116,447.779064,407.560930,400.844660,406.172517,399.383050,406.207702,451.664169,514.026037
46,567.081739,502.959204,441.404720,417.047523,347.411508,318.286500,306.867516,287.127459,314.677626,376.389304,539.698479,462.983996,442.394873,343.995376,286.883946,275.105338,228.097832,252.966835,239.576346,285.947358,530.835531,435.284024,381.472638,300.464304,247.148845,204.077014,150.517208,157.764490,193.353264,265.207724,472.675658,435.021538,354.243404,278.074370,198.110016,141.006442,90.993878,99.145650,131.214643,209.246476,464.755287,391.426030,303.367226,229.744177,181.004216,87.469487,0.000000,55.377320,109.332307,194.585214,484.159537,386.543651,341.904009,270.692010,171.957780,135.237872,81.564837,73.667882,132.463079,198.326900,501.590688,408.829133,329.515960,292.623263,219.606958,192.413390,166.823675,183.679669,179.257137,241.459039,487.488526,439.483038,369.208798,305.981803,282.095151,231.218672,231.962542,241.723185,277.401182,306.751284,542.547508,453.346645,420.326860,376.232967,333.339174,299.610218,299.734277,311.516638,346.333108,368.044846,586.983077,493.044146,485.004403,434.488822,406.566626,402.101474,373.415590,366.431407,396.868230,452.986582
