node_id,neighbor_id,distance,neighbor_role,neighbor_hop_count,arrival_time
39,49,73.939771,CLUSTER_HEAD,4,235.10382419182426
39,35,89.675899,ROUTER,3,127.10085623628565
39,55,95.604740,ROUTER,5,126.4258298182291
39,25,87.535684,CLUSTER_HEAD,2,117.10061848901864
39,34,52.791319,ROUTER,3,116.68037486259881
39,65,65.072549,CLUSTER_HEAD,6,136.10270054586084
39,58,86.563998,ROUTER,7,146.10302105686276
39,77,96.333817,ROUTER,7,146.10306013613908
39,75,83.018444,ROUTER,7,146.1029405470864
39,59,67.388531,UNREGISTERED,8,137.10428198464555
39,68,76.453797,UNREGISTERED,8,137.10430011517704
39,69,92.394587,CLUSTER_HEAD,8,156.10433199675614
39,78,77.796737,UNREGISTERED,8,137.10437246656488
39,88,86.894004,CLUSTER_HEAD,8,156.58406141012964
39,66,88.240516,CLUSTER_HEAD,6,206.6425895901533
39,76,93.776157,CLUSTER_HEAD,7,206.103745147921
39,79,88.606681,REGISTERED,9,227.10342869950153
39,64,84.412897,REGISTERED,7,196.1020135190214
39,26,98.575993,REGISTERED,3,157.10043949704337
39,89,98.177633,REGISTERED,9,197.10349812016983
39,45,67.011410,ROUTER,5,266.6805911256383
39,44,62.317574,CLUSTER_HEAD,6,266.6811623369651
39,87,79.985118,REGISTERED,9,246.10325426222812
40,41,70.540604,REGISTERED,13,598.6835245825603
42,43,76.128989,REGISTERED,7,430.68160437061556
42,31,64.086927,CLUSTER_HEAD,10,488.6829501350946
42,41,69.314171,REGISTERED,13,598.6835233561279
42,32,86.425717,REGISTERED,7,400.6814729922591
44,34,60.043240,REGISTERED,7,380.68131319235033
45,44,50.117362,CLUSTER_HEAD,6,370.68115013675236
45,34,97.073051,REGISTERED,5,351.1010300392017
45,55,84.751056,REGISTERED,7,361.1019200681982
46,45,65.984949,ROUTER,5,340.6805900991774
46,36,80.202552,REGISTERED,5,342.0745536137652
46,56,87.049776,ROUTER,5,341.10177878507926
46,35,89.675899,REGISTERED,5,322.10110883416144
46,57,94.389755,ROUTER,5,341.1018081449935
46,55,95.604740,REGISTERED,7,361.10193092188183
47,57,70.288102,ROUTER,5,341.1017840433403
47,46,94.389755,CLUSTER_HEAD,4,137.1015519757288
47,56,77.132400,REGISTERED,5,136.10176886770276
47,67,93.340231,CLUSTER_HEAD,6,136.10279514110172
47,35,89.675899,ROUTER,3,127.10085623628565
47,55,95.604740,ROUTER,5,126.4258298182291
47,34,52.791319,ROUTER,3,116.68037486259881
47,26,44.412092,REGISTERED,2,77.22761538063052
47,17,91.101830,ROOT,0,97.10008210183042
47,36,80.202552,UNREGISTERED,2,127.10081082593906
47,65,65.072549,CLUSTER_HEAD,6,136.10270054586084
47,58,86.563998,ROUTER,7,146.10302105686276
47,77,96.333817,ROUTER,7,146.10306013613908
47,33,98.760250,CLUSTER_HEAD,4,125.68114330546449
47,24,68.248194,REGISTERED,3,136.10077694611223
47,75,83.018444,ROUTER,7,146.1029405470864
47,59,67.388531,UNREGISTERED,8,137.10428198464555
47,68,76.453797,UNREGISTERED,8,137.10430011517704
47,69,92.394587,CLUSTER_HEAD,8,156.10433199675614
47,78,77.796737,UNREGISTERED,8,137.10437246656488
47,88,86.894004,CLUSTER_HEAD,8,156.58406141012964
47,43,37.963008,CLUSTER_HEAD,5,136.16912478196036
47,32,77.309711,ROUTER,5,135.68132678405757
47,15,80.475933,REGISTERED,3,167.10049742573423
47,23,80.896554,CLUSTER_HEAD,6,162.6823558406721
47,48,71.760439,ROUTER,3,1680.1006536467312
47,85,52.032478,REGISTERED,8,137.83852275239633
47,84,64.336233,UNREGISTERED,8,137.1040944328528
47,74,74.596483,CLUSTER_HEAD,8,156.10411495335288
47,66,63.564658,CLUSTER_HEAD,6,196.7990819400035
47,98,96.873395,ROUTER,9,166.10466426067634
47,97,67.000782,REGISTERED,9,167.10253240770226
47,76,93.776157,CLUSTER_HEAD,7,206.103745147921
47,64,84.412897,REGISTERED,7,196.1020135190214
47,5,62.828254,UNREGISTERED,4,172.1010557824086
47,6,81.537919,CLUSTER_HEAD,4,191.10109320173933
47,49,73.939771,CLUSTER_HEAD,4,235.10382419182426
47,14,97.105179,ROUTER,3,226.68263569874796
47,99,45.103700,CLUSTER_HEAD,10,177.00386620249805
47,89,75.834815,REGISTERED,9,197.10347577735143
47,86,94.708821,UNREGISTERED,8,206.10380767778747
47,73,87.932609,ROUTER,9,196.10436508730388
47,83,94.243218,ROUTER,9,196.44938341948793
47,95,92.418958,CLUSTER_HEAD,10,197.10558710100815
47,54,88.750124,REGISTERED,7,208.6815898697812
47,94,61.673830,REGISTERED,11,206.10571437737104
47,79,88.606681,REGISTERED,9,227.10342869950153
47,45,67.011410,ROUTER,5,266.6805911256383
47,44,62.317574,CLUSTER_HEAD,6,266.6811623369651
47,4,74.472154,CLUSTER_HEAD,4,233.6831940295714
47,87,79.985118,REGISTERED,9,246.10325426222812
47,96,90.628416,REGISTERED,9,235.10480694064904
48,49,73.939771,CLUSTER_HEAD,4,1680.1038241918243
48,57,70.288102,ROUTER,5,207.1017840433403
48,46,94.389755,CLUSTER_HEAD,4,137.1015519757288
48,56,77.132400,REGISTERED,5,136.10176886770276
48,67,93.340231,CLUSTER_HEAD,6,136.10279514110172
48,35,89.675899,ROUTER,3,127.10085623628565
48,55,95.604740,ROUTER,5,126.4258298182291
48,34,52.791319,ROUTER,3,116.68037486259881
48,26,44.412092,REGISTERED,2,77.22761538063052
48,36,80.202552,UNREGISTERED,2,127.10081082593906
48,65,65.072549,CLUSTER_HEAD,6,136.10270054586084
48,58,86.563998,ROUTER,7,146.10302105686276
48,77,96.333817,ROUTER,7,146.10306013613908
48,33,98.760250,CLUSTER_HEAD,4,125.68114330546449
48,24,68.248194,REGISTERED,3,136.10077694611223
48,75,83.018444,ROUTER,7,146.1029405470864
48,59,67.388531,UNREGISTERED,8,137.10428198464555
48,68,76.453797,UNREGISTERED,8,137.10430011517704
48,69,92.394587,CLUSTER_HEAD,8,156.10433199675614
48,78,77.796737,UNREGISTERED,8,137.10437246656488
48,88,86.894004,CLUSTER_HEAD,8,156.58406141012964
48,15,80.475933,REGISTERED,3,167.10049742573423
48,17,95.158096,ROOT,0,136.10008615809633
48,66,88.240516,CLUSTER_HEAD,6,206.6425895901533
48,76,93.776157,CLUSTER_HEAD,7,206.103745147921
48,79,88.606681,REGISTERED,9,227.10342869950153
48,85,52.032478,REGISTERED,8,137.83852275239633
48,84,64.336233,UNREGISTERED,8,137.1040944328528
48,74,74.596483,CLUSTER_HEAD,8,156.10411495335288
48,98,96.873395,ROUTER,9,166.10466426067634
48,97,67.000782,REGISTERED,9,167.10253240770226
48,64,84.412897,REGISTERED,7,196.1020135190214
48,14,97.105179,ROUTER,3,226.68263569874796
48,89,98.177633,REGISTERED,9,197.10349812016983
48,86,94.708821,UNREGISTERED,8,206.10380767778747
48,45,67.011410,ROUTER,5,266.6805911256383
48,44,62.317574,CLUSTER_HEAD,6,266.6811623369651
48,54,88.750124,REGISTERED,7,208.6815898697812
48,4,74.472154,CLUSTER_HEAD,4,233.6831940295714
48,87,79.985118,REGISTERED,9,246.10325426222812
48,96,90.628416,REGISTERED,9,235.10480694064904
49,59,56.995405,ROUTER,5,1680.10501280357
49,69,55.557270,CLUSTER_HEAD,8,227.10429515943986
49,58,67.388531,ROUTER,7,228.10300188139607
49,68,91.778206,REGISTERED,9,227.1032013347826
49,67,86.563998,CLUSTER_HEAD,6,187.10278836486884
49,57,93.340231,ROUTER,5,147.10180709546944
49,77,96.333817,ROUTER,7,146.10306013613908
49,46,94.389755,CLUSTER_HEAD,4,137.1015519757288
49,56,77.132400,REGISTERED,5,136.10176886770276
49,35,89.675899,ROUTER,3,127.10085623628565
49,55,95.604740,ROUTER,5,126.4258298182291
49,36,80.202552,UNREGISTERED,2,127.10081082593906
49,78,77.796737,UNREGISTERED,8,137.10437246656488
49,88,86.894004,CLUSTER_HEAD,8,156.58406141012964
49,65,65.072549,CLUSTER_HEAD,6,136.10270054586084
49,66,88.240516,CLUSTER_HEAD,6,206.6425895901533
49,98,96.873395,ROUTER,9,166.10466426067634
49,97,67.000782,REGISTERED,9,167.10253240770226
49,76,93.776157,CLUSTER_HEAD,7,206.103745147921
49,79,88.606681,REGISTERED,9,227.10342869950153
49,25,87.535684,CLUSTER_HEAD,2,117.10061848901864
49,34,52.791319,ROUTER,3,116.68037486259881
49,75,83.018444,ROUTER,7,146.1029405470864
49,17,95.158096,ROOT,0,136.10008615809633
49,89,98.177633,REGISTERED,9,197.10349812016983
49,99,45.103700,CLUSTER_HEAD,10,177.00386620249805
49,64,77.146517,REGISTERED,7,207.10200625264184
49,86,94.708821,UNREGISTERED,8,206.10380767778747
49,87,73.752664,UNREGISTERED,9,227.10324802977465
49,96,90.628416,REGISTERED,9,235.10480694064904
49,45,67.011410,ROUTER,5,266.6805911256383
49,44,62.317574,CLUSTER_HEAD,6,266.6811623369651
50,41,85.446159,REGISTERED,13,598.6835394881156
50,40,88.943173,REGISTERED,13,548.6833935898261
51,61,72.049984,REGISTERED,13,688.106474788261
51,60,91.861652,REGISTERED,13,557.6836599812192
51,41,79.591605,REGISTERED,13,598.683533633562
51,50,89.159574,CLUSTER_HEAD,12,537.6842700217684
52,63,76.537864,REGISTERED,9,442.10451649762626
52,42,86.965721,REGISTERED,7,381.68144146038736
52,43,92.904227,REGISTERED,7,430.68162114585374
52,51,96.255317,CLUSTER_HEAD,12,527.6837226964429
52,62,97.196157,CLUSTER_HEAD,8,401.1055195051837
53,54,41.838067,CLUSTER_HEAD,7,391.6815429577244
53,63,51.640322,REGISTERED,9,442.1044916000846
53,52,70.402979,CLUSTER_HEAD,6,370.6823198900858
53,43,99.390406,REGISTERED,7,430.6816276320333
54,63,79.299424,REGISTERED,9,442.10451925918704
55,64,84.412897,REGISTERED,7,361.1020135190214
55,65,61.053146,REGISTERED,7,431.10199056422397
55,66,79.992869,CLUSTER_HEAD,6,370.64258134250616
56,57,77.132400,ROUTER,5,341.1017908876384
56,65,65.072549,REGISTERED,7,431.1019945836275
56,66,63.564658,CLUSTER_HEAD,6,370.64256491429506
56,55,48.475548,REGISTERED,7,361.1018837926894
57,67,93.340231,CLUSTER_HEAD,6,371.1027951411017
58,59,67.388531,ROUTER,5,1680.105023196696
58,68,76.453797,REGISTERED,9,451.1031860103737
58,69,55.557270,REGISTERED,6,451.10436310147526
58,67,86.563998,CLUSTER_HEAD,6,187.10278836486884
58,57,93.340231,ROUTER,5,147.10180709546944
58,77,96.333817,ROUTER,7,146.10306013613908
58,66,88.240516,CLUSTER_HEAD,6,206.6425895901533
58,76,93.776157,CLUSTER_HEAD,7,206.103745147921
58,79,88.606681,REGISTERED,9,227.10342869950153
58,89,98.177633,REGISTERED,9,197.10349812016983
59,68,91.778206,REGISTERED,9,451.10320133478257
59,69,55.557270,REGISTERED,6,451.10436310147526
59,67,86.563998,CLUSTER_HEAD,6,187.10278836486884
59,57,93.340231,ROUTER,5,147.10180709546944
59,77,96.333817,ROUTER,7,146.10306013613908
59,46,94.389755,CLUSTER_HEAD,4,137.1015519757288
59,56,77.132400,REGISTERED,5,136.10176886770276
59,78,77.796737,UNREGISTERED,8,137.10437246656488
59,88,86.894004,CLUSTER_HEAD,8,156.58406141012964
59,66,88.240516,CLUSTER_HEAD,6,206.6425895901533
59,76,93.776157,CLUSTER_HEAD,7,206.103745147921
59,79,88.606681,REGISTERED,9,227.10342869950153
59,18,72.524199,ROUTER,1,141.10032199848757
59,29,74.720355,REGISTERED,3,140.9488453128149
59,17,95.158096,ROOT,0,136.10008615809633
59,19,71.055691,CLUSTER_HEAD,3,201.1004938431331
59,89,98.177633,REGISTERED,9,197.10349812016983
59,86,94.708821,UNREGISTERED,8,206.10380767778747
59,8,92.445279,CLUSTER_HEAD,4,252.1005464629448
59,9,78.685819,REGISTERED,5,252.10056578406054
60,61,69.241433,REGISTERED,13,688.1064719797104
62,63,57.290355,REGISTERED,9,442.1044972501177
62,73,59.178793,ROUTER,9,419.1043363334885
62,72,70.990136,REGISTERED,12,469.1047714422437
62,61,91.152880,REGISTERED,13,688.1064938911567
64,65,77.146517,REGISTERED,7,431.1020066575954
64,74,79.699400,CLUSTER_HEAD,8,389.104120056269
66,65,30.070395,REGISTERED,7,431.1019595814738
66,67,88.240516,CLUSTER_HEAD,6,371.10279004138727
67,77,96.333817,REGISTERED,9,421.103497384054
68,69,62.804957,REGISTERED,6,451.1043703491624
70,80,78.580994,REGISTERED,13,498.10809216081225
70,61,83.653881,REGISTERED,13,688.1064863921581
70,60,38.762210,REGISTERED,13,557.6836068817779
71,72,59.741641,REGISTERED,12,469.1047601937484
71,61,77.991816,REGISTERED,13,688.106480730093
73,72,62.142128,REGISTERED,12,469.1047625942354
73,63,75.224357,REGISTERED,9,442.1045151841199
73,83,91.585841,REGISTERED,11,459.1046108119043
74,85,95.836561,ROUTER,9,419.1031700708054
74,84,62.316389,REGISTERED,9,450.1030818140441
74,73,87.932609,ROUTER,9,419.10436508730385
74,83,94.243218,REGISTERED,11,459.1046134692811
75,64,90.024080,REGISTERED,7,361.1020191302048
75,85,52.032478,ROUTER,9,419.10312626672214
75,65,83.018444,REGISTERED,7,431.102012529522
75,84,64.336233,REGISTERED,9,450.10308383388815
75,66,92.462512,CLUSTER_HEAD,6,370.6425938121487
75,74,74.596483,CLUSTER_HEAD,8,389.10411495335285
76,66,56.550590,CLUSTER_HEAD,6,370.64255790022685
76,65,75.040905,REGISTERED,7,431.102004551983
76,86,70.597202,CLUSTER_HEAD,8,389.1037835661684
76,85,96.373383,ROUTER,9,419.10317060762713
76,67,93.776157,CLUSTER_HEAD,6,371.1027955770281
77,78,77.796737,REGISTERED,9,440.10325489201057
78,68,61.155194,REGISTERED,9,451.10317071177025
78,89,98.177633,REGISTERED,11,469.10484079008927
79,68,80.322881,REGISTERED,9,451.1031898794573
79,89,89.401849,REGISTERED,11,469.1048320143047
81,72,80.493018,REGISTERED,12,469.1047809451261
81,91,72.975260,CLUSTER_HEAD,12,487.45107674532227
81,90,94.477146,CLUSTER_HEAD,12,488.1079585844045
82,72,64.137984,REGISTERED,12,469.10476459009163
82,91,91.641388,CLUSTER_HEAD,12,487.45109541145047
83,72,88.742764,REGISTERED,12,469.10478919487144
85,84,45.132974,REGISTERED,9,450.103064630629
85,95,92.418958,CLUSTER_HEAD,10,448.10558710100815
86,85,81.107615,ROUTER,9,419.10315534185906
86,87,78.744835,REGISTERED,9,419.10325302194525
86,96,90.628416,CLUSTER_HEAD,10,450.1047942557351
86,77,94.708821,REGISTERED,9,421.1034957590584
87,97,56.538007,REGISTERED,11,460.1049860232033
87,77,79.985118,REGISTERED,9,421.1034810353549
87,96,69.828079,CLUSTER_HEAD,10,450.1047734553982
88,97,67.000782,REGISTERED,11,460.10499648597875
88,87,73.752664,REGISTERED,9,419.10324802977465
88,89,75.834815,REGISTERED,11,469.1048184472709
88,78,81.248107,REGISTERED,9,440.10325834338033
88,77,86.894004,REGISTERED,9,421.1034879442414
88,98,96.873395,REGISTERED,11,520.1047263113888
89,98,87.475727,REGISTERED,11,520.1047169137204
90,80,98.757205,REGISTERED,13,498.10811233702316
91,90,68.899527,CLUSTER_HEAD,12,488.1079330067849
92,91,52.292324,CLUSTER_HEAD,12,487.4510560623864
92,82,84.013297,REGISTERED,11,459.0421144435293
92,81,99.207650,ROUTER,11,458.1062509080536
93,92,61.857127,ROUTER,11,458.1060439253391
93,83,73.854707,REGISTERED,11,459.10459308077014
93,82,85.620972,REGISTERED,11,459.0421160512046
95,94,61.673830,REGISTERED,11,508.10571437737104
95,96,85.229521,CLUSTER_HEAD,10,450.1047888568404
96,97,84.285959,REGISTERED,11,460.10501377115577
97,98,88.461153,REGISTERED,11,520.1047178991464
99,98,45.103700,REGISTERED,11,520.104674541693
99,89,58.759387,REGISTERED,11,469.10480137184334
