node_id,neighbor_id,distance,neighbor_role,neighbor_hop_count,arrival_time
28,75,83.018444,ROUTER,7,146.1029405470864
28,59,67.388531,UNREGISTERED,8,137.10428198464555
28,68,76.453797,UNREGISTERED,8,137.10430011517704
28,69,92.394587,CLUSTER_HEAD,8,156.10433199675614
28,78,77.796737,UNREGISTERED,8,137.10437246656488
28,88,86.894004,CLUSTER_HEAD,8,156.58406141012964
28,39,57.866081,CLUSTER_HEAD,4,221.10139636133002
28,37,60.363661,REGISTERED,3,240.1003630474042
28,26,98.575993,REGISTERED,3,157.10043949704337
28,33,98.760250,CLUSTER_HEAD,4,125.68114330546449
28,24,68.248194,REGISTERED,3,136.10077694611223
28,15,80.475933,REGISTERED,3,167.10049742573423
28,66,63.564658,CLUSTER_HEAD,6,196.7990819400035
28,64,84.412897,REGISTERED,7,196.1020135190214
28,14,97.105179,ROUTER,3,226.68263569874796
28,49,73.939771,CLUSTER_HEAD,4,235.10382419182426
28,76,93.776157,CLUSTER_HEAD,7,206.103745147921
28,54,88.750124,REGISTERED,7,208.6815898697812
28,45,67.011410,ROUTER,5,266.6805911256383
28,44,62.317574,CLUSTER_HEAD,6,266.6811623369651
28,4,74.472154,CLUSTER_HEAD,4,233.6831940295714
28,79,88.606681,REGISTERED,9,227.10342869950153
28,86,94.708821,UNREGISTERED,8,206.10380767778747
28,87,79.985118,REGISTERED,9,246.10325426222812
29,38,91.625181,CLUSTER_HEAD,2,141.1005021766831
29,17,95.158096,ROOT,0,136.10008615809633
29,36,79.582057,REGISTERED,2,128.074356269745
29,47,72.249338,REGISTERED,3,150.10197379135514
29,57,70.288102,ROUTER,5,147.1017840433403
29,46,94.389755,CLUSTER_HEAD,4,137.1015519757288
29,56,77.132400,REGISTERED,5,136.10176886770276
29,67,93.340231,CLUSTER_HEAD,6,136.10279514110172
29,35,89.675899,ROUTER,3,127.10085623628565
29,55,95.604740,ROUTER,5,126.4258298182291
29,39,57.866081,CLUSTER_HEAD,4,1680.1013963613302
29,65,65.072549,CLUSTER_HEAD,6,136.10270054586084
29,58,86.563998,ROUTER,7,146.10302105686276
29,77,96.333817,ROUTER,7,146.10306013613908
29,48,96.639053,ROUTER,3,227.10067852534524
29,49,73.939771,CLUSTER_HEAD,4,235.10382419182426
29,37,96.587614,REGISTERED,3,236.1003992713568
29,26,98.575993,REGISTERED,3,157.10043949704337
29,66,63.564658,CLUSTER_HEAD,6,196.7990819400035
29,64,84.412897,REGISTERED,7,196.1020135190214
29,14,97.105179,ROUTER,3,226.68263569874796
29,76,93.776157,CLUSTER_HEAD,7,206.103745147921
29,79,88.606681,REGISTERED,9,227.10342869950153
29,45,67.011410,ROUTER,5,266.6805911256383
29,44,62.317574,CLUSTER_HEAD,6,266.6811623369651
30,40,48.948187,REGISTERED,13,548.6833535948398
31,40,77.745045,REGISTERED,13,548.6833823916977
31,41,74.723845,REGISTERED,13,598.6835287658022
32,31,74.981929,CLUSTER_HEAD,10,488.68296103009664
32,22,82.021876,REGISTERED,9,589.4578576081376
32,43,99.174035,REGISTERED,7,430.6816274156616
33,43,37.963008,REGISTERED,7,430.68156620463446
33,32,77.309711,REGISTERED,7,400.6814638762529
33,42,92.153825,REGISTERED,7,381.68144664849206
33,34,98.760250,REGISTERED,5,351.10103172640044
34,24,87.416585,REGISTERED,7,431.1010212528532
35,34,52.791319,REGISTERED,7,380.6813059404296
35,44,62.317574,CLUSTER_HEAD,6,370.6811623369651
35,45,67.011410,ROUTER,5,340.6805911256383
35,36,93.803611,REGISTERED,5,342.07456721482407
36,37,76.627297,REGISTERED,3,402.1003793110398
37,38,44.100252,CLUSTER_HEAD,2,1680.1004546517543
37,47,62.175772,REGISTERED,3,1680.1019637177885
37,48,96.587614,ROUTER,3,1680.1006784739056
37,39,96.639053,CLUSTER_HEAD,4,235.10143513430194
37,49,73.939771,CLUSTER_HEAD,4,235.10382419182426
37,57,70.288102,ROUTER,5,207.1017840433403
37,46,94.389755,CLUSTER_HEAD,4,137.1015519757288
37,56,77.132400,REGISTERED,5,136.10176886770276
37,67,93.340231,CLUSTER_HEAD,6,136.10279514110172
37,35,89.675899,ROUTER,3,127.10085623628565
37,55,95.604740,ROUTER,5,126.4258298182291
37,34,52.791319,ROUTER,3,116.68037486259881
37,65,65.072549,CLUSTER_HEAD,6,136.10270054586084
37,58,86.563998,ROUTER,7,146.10302105686276
37,77,96.333817,ROUTER,7,146.10306013613908
37,75,83.018444,ROUTER,7,146.1029405470864
37,59,67.388531,UNREGISTERED,8,137.10428198464555
37,68,76.453797,UNREGISTERED,8,137.10430011517704
37,69,92.394587,CLUSTER_HEAD,8,156.10433199675614
37,78,77.796737,UNREGISTERED,8,137.10437246656488
37,88,86.894004,CLUSTER_HEAD,8,156.58406141012964
37,17,95.158096,ROOT,0,136.10008615809633
37,26,44.412092,REGISTERED,2,77.22761538063052
37,33,98.760250,CLUSTER_HEAD,4,125.68114330546449
37,24,68.248194,REGISTERED,3,136.10077694611223
37,15,80.475933,REGISTERED,3,167.10049742573423
37,85,52.032478,REGISTERED,8,137.83852275239633
37,84,64.336233,UNREGISTERED,8,137.1040944328528
37,74,74.596483,CLUSTER_HEAD,8,156.10411495335288
37,66,63.564658,CLUSTER_HEAD,6,196.7990819400035
37,98,96.873395,ROUTER,9,166.10466426067634
37,97,67.000782,REGISTERED,9,167.10253240770226
37,76,93.776157,CLUSTER_HEAD,7,206.103745147921
37,64,84.412897,REGISTERED,7,196.1020135190214
37,43,37.963008,CLUSTER_HEAD,5,136.16912478196036
37,32,77.309711,ROUTER,5,135.68132678405757
37,23,80.896554,CLUSTER_HEAD,6,162.6823558406721
37,5,62.828254,UNREGISTERED,4,172.1010557824086
37,6,81.537919,CLUSTER_HEAD,4,191.10109320173933
37,14,97.105179,ROUTER,3,226.68263569874796
37,79,88.606681,REGISTERED,9,227.10342869950153
37,89,75.834815,REGISTERED,9,197.10347577735143
37,86,94.708821,UNREGISTERED,8,206.10380767778747
37,54,88.750124,REGISTERED,7,208.6815898697812
37,73,87.932609,ROUTER,9,196.10436508730388
37,83,94.243218,ROUTER,9,196.44938341948793
37,53,41.838067,CLUSTER_HEAD,6,206.6814444435234
37,63,79.299424,ROUTER,7,205.6816098258467
37,45,67.011410,ROUTER,5,266.6805911256383
37,44,62.317574,CLUSTER_HEAD,6,266.6811623369651
37,4,74.472154,CLUSTER_HEAD,4,233.6831940295714
37,87,79.985118,REGISTERED,9,246.10325426222812
37,96,90.628416,REGISTERED,9,235.10480694064904
38,47,72.249338,REGISTERED,3,1680.1019737913552
38,17,95.158096,ROOT,0,136.10008615809633
38,57,70.288102,ROUTER,5,147.1017840433403
38,46,94.389755,CLUSTER_HEAD,4,137.1015519757288
38,56,77.132400,REGISTERED,5,136.10176886770276
38,67,93.340231,CLUSTER_HEAD,6,136.10279514110172
38,35,89.675899,ROUTER,3,127.10085623628565
38,55,95.604740,ROUTER,5,126.4258298182291
38,34,52.791319,ROUTER,3,116.68037486259881
38,26,44.412092,REGISTERED,2,77.22761538063052
38,36,80.202552,UNREGISTERED,2,127.10081082593906
38,65,65.072549,CLUSTER_HEAD,6,136.10270054586084
38,58,86.563998,ROUTER,7,146.10302105686276
38,77,96.333817,ROUTER,7,146.10306013613908
38,33,98.760250,CLUSTER_HEAD,4,125.68114330546449
38,24,68.248194,REGISTERED,3,136.10077694611223
38,48,66.111597,ROUTER,3,1680.1006479978885
38,75,83.018444,ROUTER,7,146.1029405470864
38,59,67.388531,UNREGISTERED,8,137.10428198464555
38,68,76.453797,UNREGISTERED,8,137.10430011517704
38,69,92.394587,CLUSTER_HEAD,8,156.10433199675614
38,78,77.796737,UNREGISTERED,8,137.10437246656488
38,88,86.894004,CLUSTER_HEAD,8,156.58406141012964
38,15,80.475933,REGISTERED,3,167.10049742573423
38,39,57.866081,CLUSTER_HEAD,4,221.10139636133002
38,49,73.939771,CLUSTER_HEAD,4,235.10382419182426
38,85,52.032478,REGISTERED,8,137.83852275239633
38,84,64.336233,UNREGISTERED,8,137.1040944328528
38,74,74.596483,CLUSTER_HEAD,8,156.10411495335288
38,66,63.564658,CLUSTER_HEAD,6,196.7990819400035
38,98,96.873395,ROUTER,9,166.10466426067634
38,97,67.000782,REGISTERED,9,167.10253240770226
38,76,93.776157,CLUSTER_HEAD,7,206.103745147921
38,64,84.412897,REGISTERED,7,196.1020135190214
38,14,97.105179,ROUTER,3,226.68263569874796
38,79,88.606681,REGISTERED,9,227.10342869950153
38,89,75.834815,REGISTERED,9,197.10347577735143
38,86,94.708821,UNREGISTERED,8,206.10380767778747
38,54,88.750124,REGISTERED,7,208.6815898697812
38,45,67.011410,ROUTER,5,266.6805911256383
38,44,62.317574,CLUSTER_HEAD,6,266.6811623369651
38,4,74.472154,CLUSTER_HEAD,4,233.6831940295714
38,87,79.985118,REGISTERED,9,246.10325426222812
38,96,90.628416,REGISTERED,9,235.10480694064904
39,48,96.639053,ROUTER,3,1680.100678525345
39,17,95.158096,ROOT,0,136.10008615809633
39,36,79.582057,REGISTERED,2,128.074356269745
39,47,72.249338,REGISTERED,3,150.10197379135514
39,57,70.288102,ROUTER,5,147.1017840433403
39,46,94.389755,CLUSTER_HEAD,4,137.1015519757288
39,56,77.132400,REGISTERED,5,136.10176886770276
39,67,93.340231,CLUSTER_HEAD,6,136.10279514110172
