node_id,start_time,registered_time,delta_time
16,56.83187333878963,67.8322017461113,11.000328407321668
26,39.90327349248146,77.83230012023917,37.92902662775771
25,33.71885940766119,77.83233119029387,44.11347178263268
26,39.90327349248146,87.83214115800978,47.928867665528315
27,80.89097367789097,91.1001901195776,10.209216441686635
35,0.3169499911051865,97.83233701093307,97.51538701982788
34,82.68000853795574,100.31727042678212,17.637261888826373
18,96.04539460352058,106.10025847428894,10.054863870768358
28,70.65483251084643,107.83305281574967,37.178220304903235
46,62.40098534011409,107.8330712484721,45.432085908358005
33,72.94720943272013,110.3178316340548,37.37062220133467
55,85.2598757427709,110.317870948625,25.0579952058541
15,101.54345010226322,112.54366643901676,11.000216336753539
56,42.42633860637879,117.83269504811298,75.40635644173419
57,15.289231107180745,117.83271706804864,102.5434859608679
43,33.49406146947371,120.31728580939303,86.8232243399193
32,41.09705154015224,120.31740384950277,79.22035230935052
65,78.01210775386194,120.31853335145884,42.3064255975969
5,20.445431622009647,122.54402120538072,102.09858958337107
23,93.86402822060478,122.54471239295329,28.680684172348506
36,66.22749039254604,127.83253086034635,61.60504046780031
47,51.68416665309918,127.83351128204195,76.14934462894277
67,31.393058897335834,127.83353433417108,96.44047543683524
75,67.77031621379439,130.31771970444296,62.54740349064858
29,121.78896510171336,131.83295061222609,10.043985510512726
4,53.26611209145191,132.5437614385811,79.2776493471292
13,59.27807855738691,132.54383116174273,73.26575260435581
12,20.00005421922544,132.543934849445,112.54388063021958
37,127.07421806039103,137.8326468965439,10.758428836152873
58,31.64147796656527,137.83286332076355,106.19138535419827
77,97.7585645546704,137.83379633562222,40.075231780951825
74,66.44669562609317,140.31764746987122,73.87095184377804
85,122.73538510562723,140.31869345852016,17.583308352892928
84,21.546137015543376,140.31870576227527,118.77256874673189
11,83.23598777886923,142.54506714413384,59.30907936526461
3,121.48759925705205,142.54507612648507,21.057476869433017
47,51.68416665309918,142.8329048548269,91.14873820172771
19,132.94870432169347,143.94894209687465,11.000237775181176
24,122.96214341101606,143.96238040379362,21.00023699277756
59,112.14346420573872,147.83403830812767,35.69057410238895
68,112.66810712620672,147.83404737339342,35.1659402471867
69,53.30709021457294,147.83406331418297,94.52697309961003
78,64.14519107213287,147.83495253549376,83.68976146336088
88,90.18172348645841,147.83496163276092,57.65323814630251
54,134.9805155036538,149.0134088552372,14.032893351583397
63,19.805072554590918,150.31859539816432,130.5135228435734
84,21.546137015543376,150.31863517122213,128.77249815567876
73,33.310510085504916,150.3186607874414,117.00815070193647
83,106.85883749286414,150.31866709805058,43.45982960518644
2,97.57133130482951,152.54413011002111,54.9727988051916
21,132.75156096879616,152.54530857088832,19.793747602092168
84,21.546137015543376,155.3178473066248,133.77171029108143
98,93.7840203372157,157.8339631821787,64.04994284496301
53,90.16900542854633,160.3174035544283,70.14839812588197
73,33.310510085504916,160.31759231014553,127.00708222464061
72,13.064553924598066,160.3176397661182,147.25308584152012
40,14.0906946111234,160.31767606656516,146.22698145544175
62,124.59256277810596,160.31874026922952,35.726177491123565
41,150.82905703125414,161.54541892978799,10.716361898533847
1,94.44904871522333,162.54549591175288,68.09644719652955
69,53.30709021457294,162.83303982989068,109.52594961531774
68,112.66810712620672,162.83309633097247,50.164989204765746
20,155.16752999199304,165.54425772200847,10.376727730015432
10,152.18954750836411,165.54434382122966,13.354796312865545
97,155.58392551534305,165.83411138281298,10.250185867469924
99,41.56738118428158,167.83535175858023,126.26797057429866
93,157.37199035671892,168.3180035524412,10.946013195722287
42,159.45754293322872,169.5455746005198,10.08803166729109
95,12.838396300959598,170.31801299379663,157.47961669283703
50,7.065209327392963,170.3188171930473,163.25360786565435
71,106.86600876524852,170.3190468527461,63.45303808749759
81,15.33032740769016,170.31906760412383,154.98874019643367
92,41.5229240835461,170.3191236751225,128.7961995915764
0,12.621364377541866,172.5442066339682,159.92284225642635
86,165.22399766007075,175.5843491779593,10.360351517888546
87,157.1024268689133,177.58545374099364,20.48302687208033
89,169.0037803394111,179.58435821153577,10.580577872124678
81,15.33032740769016,180.31765140312436,164.9873239954342
51,101.2618626328942,180.31785899837143,79.05599636547723
91,110.04181691022237,180.31921816403096,70.27740125380859
94,64.05025489605147,180.31929278259116,116.26903788653969
30,171.38982537461206,181.54695032652793,10.157124951915875
61,165.58263133135597,186.58293362074664,21.000302289390675
60,43.5180678400414,190.3193062567248,146.8012384166834
39,186.19000502719587,196.8335280157712,10.643522988575342
76,188.79897982475538,199.7992496727018,11.000269847946413
70,109.52530405499013,200.31787082750603,90.7925667725159
82,190.4492456715161,201.44950202965305,11.000256358136937
14,194.65045140861235,205.6507162620777,11.000264853465353
49,195.1106861543925,206.1109601432018,11.000273988809283
48,195.34765513105836,206.11102236308065,10.76336723202229
52,195.39523121058122,206.39552182499338,11.000290614412165
79,198.24667541402047,209.24686145858536,11.000186044564884
90,161.2974732671142,210.31932403556303,49.021850768448815
80,22.937872432449492,220.31806039848817,197.38018796603868
7,137.29677083581595,233.29708353252482,96.00031269670887
35,0.3169499911051865,792.8331601797946,792.5162101886895
46,62.40098534011409,792.833213653576,730.4322283134619
57,15.289231107180745,792.8336854141086,777.5444543069278
59,112.14346420573872,792.8341794572599,680.6907152515212
34,82.68000853795574,795.3182669741641,712.6382584362084
44,131.33130114214782,795.3182765004193,663.9869753582715
45,140.52511054575706,795.3182811942546,654.7931706484976
26,39.90327349248146,802.8323203099953,762.9290468175138
58,31.64147796656527,802.8334353195185,771.1919573529532
69,53.30709021457294,802.8335166027979,749.526426388225
56,42.42633860637879,802.8337157134046,760.4073771070258
55,85.2598757427709,802.8337242683683,717.5738485255974
65,78.01210775386194,812.8333140126491,734.8212062587871
66,122.42567222061977,812.83337083182,690.4076986112003
64,118.28186242896115,812.8333840919022,694.551521662941
68,112.66810712620672,812.8344629599211,700.1663558337144
78,64.14519107213287,822.8335014193993,758.6883103472665
67,31.393058897335834,822.8341249703127,791.4410660729768
74,66.44669562609317,822.834169999158,756.3874743730648
75,67.77031621379439,822.8341803238385,755.063864110044
84,21.546137015543376,832.8334697230326,811.2873327074892
85,122.73538510562723,832.8335006304027,710.0981155247755
77,97.7585645546704,832.8335029799091,735.0749384252387
76,188.79897982475538,832.8335464124725,644.0345665877171
83,106.85883749286414,832.8335596951617,725.9747222022976
73,33.310510085504916,832.8336296597845,799.5231195742796
5,20.445431622009647,837.5438279237786,817.098396301769
86,165.22399766007075,842.8335222592995,677.6095245992287
89,169.0037803394111,842.8336470903429,673.8298667509318
62,124.59256277810596,842.8345333337008,718.2419705555949
72,13.064553924598066,842.8345362970351,829.7699823724371
63,19.805072554590918,842.8345493792649,823.029476824674
87,157.1024268689133,842.8346137448908,685.7321868759775
82,190.4492456715161,842.8346176590054,652.3853719874893
88,90.18172348645841,842.8346206537773,752.6528971673189
95,12.838396300959598,842.8346266369542,829.9962303359946
93,157.37199035671892,842.8346300089581,685.4626396522392
6,129.90922710509966,847.5441651611795,717.6349380560798
4,53.26611209145191,847.544186065978,794.2780739745261
94,64.05025489605147,852.8335683977296,788.7833135016781
71,106.86600876524852,852.8336211764113,745.9676124111627
96,91.17159711027489,852.8336331523541,761.6620360420792
81,15.33032740769016,852.8336660454542,837.503338637764
97,155.58392551534305,852.8347599128001,697.2508343974571
99,41.56738118428158,852.8348453600225,811.267464175741
98,93.7840203372157,852.8348842739634,759.0508639367478
6,129.90922710509966,857.5438840527747,727.634656947675
24,122.96214341101606,858.9625614315175,736.0004180205015
54,134.9805155036538,862.8334536150816,727.8529381114278
53,90.16900542854633,862.8335112366228,772.6645058080765
62,124.59256277810596,862.8335281867222,738.2409654086163
92,41.5229240835461,862.833612634813,821.3106885512669
91,110.04181691022237,862.8349259465888,752.7931090363664
52,195.39523121058122,865.3180795770165,669.9228483664353
23,93.86402822060478,865.3185448322815,771.4545166116768
90,161.2974732671142,872.835150517793,711.5376772506787
33,72.94720943272013,875.318011154555,802.3708017218349
32,41.09705154015224,875.3180649020359,834.2210133618836
13,59.27807855738691,875.3182081862952,816.0401296289083
12,20.00005421922544,875.3182124875001,855.3181582682746
3,121.48759925705205,875.3182967126967,753.8306974556447
42,159.45754293322872,875.3193236063449,715.8617806731162
43,33.49406146947371,875.3193295448513,841.8252680753775
51,101.2618626328942,875.319332895941,774.0574702630468
61,165.58263133135597,882.8337147849138,717.2510834535578
41,150.82905703125414,885.3181728327502,734.489115801496
50,7.065209327392963,885.31827493306,878.2530656056671
60,43.5180678400414,885.3184433584408,841.8003755183995
31,102.49998690059765,885.3187441206768,782.8187572200792
42,159.45754293322872,885.318755564465,725.8612126312363
43,33.49406146947371,885.3187683127827,851.824706843309
22,167.99030809589487,885.3189018719364,717.3285937760415
11,83.23598777886923,885.3189255480221,802.0829377691529
2,97.57133130482951,885.31900863866,787.7476773338304
1,94.44904871522333,895.3183435723084,800.8692948570852
21,132.75156096879616,895.3190361292824,762.5674751604862
20,155.16752999199304,895.3190454712928,740.1515154792999
10,152.18954750836411,895.3190546386385,743.1295071302743
70,109.52530405499013,895.3200082950403,785.7947042400502
0,12.621364377541866,905.3184338662364,892.6970694886945
21,132.75156096879616,915.3181223043194,782.5665613355233
40,14.0906946111234,915.3181721608278,901.2274775497044
30,171.38982537461206,915.3183086122607,743.9284832376486
80,22.937872432449492,992.8339242566483,969.8960518241988
56,42.42633860637879,1367.8339943833082,1325.4076557769295
67,31.393058897335834,1367.834043182216,1336.4409842848802
50,7.065209327392963,1367.8344103767313,1360.7692010493383
41,150.82905703125414,1367.8351035744727,1217.0060465432184
52,195.39523121058122,1367.835121226022,1172.4398900154408
53,90.16900542854633,1367.8351466744873,1277.666141245941
63,19.805072554590918,1377.834100818275,1358.029028263684
54,134.9805155036538,1377.8342672597646,1242.8537517561108
66,122.42567222061977,1377.8345519994039,1255.408879778784
65,78.01210775386194,1377.834553507295,1299.822445753433
76,188.79897982475538,1377.8347093710775,1189.035729546322
77,97.7585645546704,1377.8347119287373,1280.076147374067
51,101.2618626328942,1377.8354873579046,1276.5736247250104
52,195.39523121058122,1380.319008040819,1184.9237768302378
65,78.01210775386194,1387.8338184623053,1309.8217107084433
64,118.28186242896115,1387.8339591815127,1269.5520967525515
86,165.22399766007075,1387.834075377264,1222.6100777171932
87,157.1024268689133,1387.8341747909258,1230.7317479220123
97,155.58392551534305,1387.8342392810025,1232.2503137656595
61,165.58263133135597,1387.834359480763,1222.251728149407
60,43.5180678400414,1387.834418915766,1344.3163510757247
62,124.59256277810596,1387.8352376051646,1263.2426748270586
75,67.77031621379439,1397.8340126603757,1330.0636964465814
72,13.064553924598066,1397.8341264356727,1384.7695725110746
85,122.73538510562723,1397.834131963993,1275.0987468583658
74,66.44669562609317,1397.834896855292,1331.3882012291988
96,91.17159711027489,1397.8353236641603,1306.6637265538855
70,109.52530405499013,1397.835825229491,1288.310521174501
55,85.2598757427709,1407.8338750941616,1322.5739993513907
84,21.546137015543376,1407.8350568044607,1386.2889197889174
73,33.310510085504916,1407.8350824206798,1374.524572335175
83,106.85883749286414,1407.835088731289,1300.976251238425
95,12.838396300959598,1407.8352492295276,1394.996852928568
82,190.4492456715161,1407.835512742765,1217.386267071249
71,106.86600876524852,1417.834154680323,1310.9681459150745
93,157.37199035671892,1417.8353471490661,1260.4633567923472
94,64.05025489605147,1417.8354072510188,1353.7851523549673
81,15.33032740769016,1417.835657549115,1402.5053301414248
92,41.5229240835461,1427.8355057204465,1386.3125816369004
90,161.2974732671142,1447.8343000712603,1286.5368268041461
80,22.937872432449492,1607.834409191399,1584.8965367589494
15,101.54345010226322,1732.5444811062446,1631.0010310039813
84,21.546137015543376,1732.8349061370452,1711.288769121502
74,66.44669562609317,1732.8349542278302,1666.388258601737
5,20.445431622009647,1742.544065512327,1722.0986338903174
73,33.310510085504916,1742.8362327810814,1709.5257226955764
83,106.85883749286414,1742.8362390916907,1635.9774015988266
6,129.90922710509966,1752.54474223986,1622.6355151347602
4,53.26611209145191,1752.5447631446584,1699.2786510532064
62,124.59256277810596,1752.5458618187968,1627.9532990406908
72,13.064553924598066,1752.545864782131,1739.481310857533
63,19.805072554590918,1752.5458778643608,1732.74080530977
82,190.4492456715161,1752.5460284648477,1562.0967827933316
93,157.37199035671892,1752.8350603620452,1595.4630700053262
14,194.65045140861235,1762.5449772912625,1567.8945258826502
53,90.16900542854633,1762.545920504683,1672.3769150761366
71,106.86600876524852,1762.5461142053146,1655.680105440066
54,134.9805155036538,1762.8347707040325,1627.8542552003787
64,118.28186242896115,1762.8348512541065,1644.5529888251453
24,122.96214341101606,1772.5440831845356,1649.5819397735195
