Node ID,Position,Role,Power
0,"(303.46019374111063, 215.11325305840919)",Roles.REGISTERED,14.11161028160048
1,"(288.39593518355304, 288.0481222456288)",Roles.CLUSTER_HEAD,14.224442038400188
2,"(308.98076116618637, 335.49774031857385)",Roles.ROUTER,13.97176490240075
3,"(342.16585212788175, 419.4904403510567)",Roles.CLUSTER_HEAD,12.134962548804092
4,"(343.3578814573981, 509.7916433384222)",Roles.CLUSTER_HEAD,12.968564619201222
5,"(352.5913183498242, 579.5576717500652)",Roles.ROUTER,12.92421280320065
6,"(335.8714816088192, 626.1161055510662)",Roles.REGISTERED,14.039852339200351
7,"(327.96024692771925, 744.0616929461078)",Roles.CLUSTER_HEAD,14.440276246400021
8,"(383.45203251470497, 811.2926300723258)",Roles.ROUTER,11.63225819840424
9,"(380.6850497565745, 896.9583509474294)",Roles.CLUSTER_HEAD,12.336392630401871
10,"(367.2850207354376, 208.84242699249873)",Roles.CLUSTER_HEAD,13.137333892801875
11,"(405.1122227645597, 296.3253311892933)",Roles.ROUTER,11.203265723204916
12,"(410.8134917752647, 371.10942812349435)",Roles.CLUSTER_HEAD,10.755888561606296
13,"(403.9676452400324, 436.1819505169789)",Roles.REGISTERED,12.506906796800472
14,"(417.1573330211249, 519.7787697320746)",Roles.CLUSTER_HEAD,6.373298440012375
15,"(412.5399850072118, 598.3605136804681)",Roles.CLUSTER_HEAD,7.081607561611364
16,"(440.50925294693764, 634.4924864558013)",Roles.ROUTER,5.605389206410585
17,"(451.1725702444013, 724.9681028895816)",Roles.ROOT,999994.2137079734
18,"(429.66768115349197, 817.6643975207678)",Roles.ROUTER,10.105527209607143
19,"(454.6865327646599, 870.2144046926178)",Roles.ROUTER,10.546437264006467
20,"(443.35619157135443, 219.1366012033227)",Roles.CLUSTER_HEAD,12.6857352192024
21,"(469.4107732082542, 254.32337948641242)",Roles.REGISTERED,12.809575294401268
22,"(445.396563104705, 333.1849148574987)",Roles.REGISTERED,13.459309156799838
23,"(466.0261333322873, 436.63829044609327)",Roles.CLUSTER_HEAD,9.650113921607074
24,"(470.42647134638656, 517.4150787231281)",Roles.ROUTER,11.200881838403541
25,"(491.4087952649592, 582.3578082659651)",Roles.DEAD,2.9993129280111654
26,"(481.3468673013436, 625.615079242931)",Roles.CLUSTER_HEAD,12.677096158402064
27,"(523.5043217466362, 727.4169233561219)",Roles.DEAD,2.9981051648113515
28,"(502.1912945629907, 817.3730494744311)",Roles.CLUSTER_HEAD,11.761666281602533
29,"(537.9877507944701, 882.9607406809912)",Roles.CLUSTER_HEAD,13.373528827201165
30,"(536.4700090161373, 194.184481644502)",Roles.REGISTERED,13.706443196801114
31,"(555.2323151700867, 296.92296003569044)",Roles.ROUTER,11.972217574403366
32,"(521.4624713803374, 363.86985911479513)",Roles.CLUSTER_HEAD,10.264970217606564
33,"(569.9859632760746, 424.05509087071204)",Roles.REGISTERED,10.375007156805333
34,"(557.7200595288871, 522.0506755652727)",Roles.CLUSTER_HEAD,7.401118139212906
35,"(578.1675753581486, 570.7212259419553)",Roles.REGISTERED,11.58276461120413
36,"(572.0054778544193, 664.3222192721264)",Roles.ROUTER,9.026496956807872
37,"(582.4927592381741, 740.2284742257018)",Roles.CLUSTER_HEAD,11.923384065602777
38,"(587.5378132553625, 784.0391996730152)",Roles.ROUTER,7.038415776010504
39,"(595.0514568377649, 892.563700607582)",Roles.ROUTER,12.51398098400203
40,"(576.622956559712, 222.17851268988608)",Roles.CLUSTER_HEAD,13.252319137601235
41,"(625.9039045187424, 272.6499393636584)",Roles.ROUTER,11.466257009604076
42,"(604.0598339027015, 338.4320866724434)",Roles.CLUSTER_HEAD,9.691302184007023
43,"(606.7305091561462, 414.514216061501)",Roles.CLUSTER_HEAD,10.333928003205937
44,"(617.7608059076147, 522.5978825867716)",Roles.REGISTERED,13.556626027200464
45,"(644.9101402281187, 564.7246388549736)",Roles.ROUTER,12.858882182400514
46,"(644.8246827996414, 630.7095322846005)",Roles.CLUSTER_HEAD,6.975185644812534
47,"(644.6671235639299, 739.8101505592612)",Roles.CLUSTER_HEAD,10.009474336007237
48,"(647.6729074492374, 811.507611539258)",Roles.CLUSTER_HEAD,10.245480750406474
49,"(690.7781758925499, 871.5827773574888)",Roles.CLUSTER_HEAD,12.326003694403335
50,"(661.26870066593, 194.8657684573761)",Roles.REGISTERED,13.816444028800316
51,"(705.4946658612146, 272.28342581711917)",Roles.CLUSTER_HEAD,11.248236884804756
52,"(686.3332513513797, 366.61224522463965)",Roles.CLUSTER_HEAD,9.017450678409066
53,"(704.038591831107, 434.7525445806233)",Roles.ROUTER,11.918283027203493
54,"(706.1947719933489, 476.53501383770185)",Roles.CLUSTER_HEAD,13.236726820800945
55,"(727.6692756717077, 582.991194587554)",Roles.CLUSTER_HEAD,7.733749950411174
56,"(731.8725625047855, 631.2841661154864)",Roles.REGISTERED,13.177182191999517
57,"(704.872008676226, 703.5363438943455)",Roles.ROUTER,10.44205711840574
58,"(755.8588156622977, 789.8939902871259)",Roles.REGISTERED,13.53291726239963
59,"(745.74703613384, 856.5195564212204)",Roles.ROUTER,12.38516994240278
60,"(767.5263330481636, 204.52919856437077)",Roles.ROUTER,13.122748283201028
61,"(777.540649760619, 273.0426245076645)",Roles.CLUSTER_HEAD,11.12512340640516
62,"(783.4943213961182, 364.00086347163585)",Roles.CLUSTER_HEAD,10.8841690432049
63,"(749.3711687542382, 410.0203727733086)",Roles.REGISTERED,12.153748953602936
64,"(783.6691351511155, 519.8282873008214)",Roles.CLUSTER_HEAD,9.972181956807928
65,"(787.117537522474, 596.8976950891158)",Roles.CLUSTER_HEAD,10.227708803207467
66,"(795.2053683622926, 625.8600098361618)",Roles.REGISTERED,12.155863172801956
67,"(797.616235650956, 714.0675857730556)",Roles.CLUSTER_HEAD,9.489485848009123
68,"(827.8768371521461, 815.5569530975258)",Roles.CLUSTER_HEAD,11.626295828804738
69,"(799.2571570497363, 871.4620207298658)",Roles.REGISTERED,13.333652257600734
70,"(804.820255129673, 193.96168549812865)",Roles.CLUSTER_HEAD,13.205914835201604
71,"(853.2222319701289, 291.8846375074648)",Roles.REGISTERED,12.76793592000153
72,"(853.3975591456548, 351.62602075734753)",Roles.CLUSTER_HEAD,10.547414113605756
73,"(824.5200226771385, 406.65085061255627)",Roles.REGISTERED,12.044111481602243
74,"(856.9104369778067, 488.4004971977756)",Roles.ROUTER,10.03047635520662
75,"(862.7944241617367, 562.7645613134309)",Roles.REGISTERED,12.44249663199948
76,"(850.6956456196365, 636.7594755692108)",Roles.REGISTERED,9.859330270407211
77,"(891.4769922771706, 735.7554319826011)",Roles.ROUTER,9.792236611205947
78,"(888.997852858592, 813.5126579941343)",Roles.CLUSTER_HEAD,11.375426265604162
79,"(887.8299463067924, 869.0115119763345)",Roles.REGISTERED,12.848601961601606
80,"(882.3664191471435, 181.2508625316983)",Roles.REGISTERED,14.061068147200615
81,"(911.8703961304961, 296.3082721002547)",Roles.ROUTER,11.559089776004111
82,"(917.513737687362, 353.29832586711024)",Roles.CLUSTER_HEAD,9.587427009607909
83,"(915.7445901970447, 414.7776304052945)",Roles.REGISTERED,11.17624510080499
84,"(910.7158050901328, 519.8379707623953)",Roles.CLUSTER_HEAD,13.833021499200315
85,"(914.787586714241, 564.7868968592516)",Roles.CLUSTER_HEAD,10.791928766405936
86,"(920.7274076684129, 645.6767216753597)",Roles.REGISTERED,11.41986117120397
87,"(966.9939106106846, 709.3961046038693)",Roles.CLUSTER_HEAD,11.455954644804047
88,"(964.3396437246403, 783.1009917391681)",Roles.CLUSTER_HEAD,10.614252500805394
89,"(976.5445020204113, 857.9472380667949)",Roles.ROUTER,12.185208321602511
90,"(971.7551417316364, 223.23468974913555)",Roles.CLUSTER_HEAD,13.713321076800868
91,"(984.6462723274614, 290.9175054334192)",Roles.REGISTERED,13.2293799536014
92,"(1000.5805473316499, 340.7229870930795)",Roles.REGISTERED,13.365916760000848
93,"(988.3708170203939, 401.36312731001755)",Roles.REGISTERED,13.283389323201446
94,"(1026.2801837532036, 511.3241864728073)",Roles.REGISTERED,14.665905313599952
95,"(1007.0634526436332, 569.9277580018955)",Roles.CLUSTER_HEAD,13.519378059201143
96,"(1010.8674768991073, 655.0723452008502)",Roles.REGISTERED,12.793698278401479
97,"(1015.0031412449454, 739.2567808247384)",Roles.REGISTERED,12.79601873280145
98,"(1054.560469889236, 818.3806921125165)",Roles.REGISTERED,12.950034163201778
99,"(1035.291349164801, 859.1611372461923)",Roles.CLUSTER_HEAD,14.27422530720005
