Node ID,Position,Role,Power
0,"(303.46019374111063, 215.11325305840919)",Roles.REGISTERED,18.378385148800376
1,"(288.39593518355304, 288.0481222456288)",Roles.REGISTERED,18.458456326400764
2,"(308.98076116618637, 335.49774031857385)",Roles.CLUSTER_HEAD,17.952361617598754
3,"(342.16585212788175, 419.4904403510567)",Roles.CLUSTER_HEAD,14.574355809592754
4,"(343.3578814573981, 509.7916433384222)",Roles.CLUSTER_HEAD,14.844836177600946
5,"(352.5913183498242, 579.5576717500652)",Roles.CLUSTER_HEAD,14.973905222401171
6,"(335.8714816088192, 626.1161055510662)",Roles.REGISTERED,18.104837529601397
7,"(327.96024692771925, 744.0616929461078)",Roles.CLUSTER_HEAD,18.884274766401322
8,"(383.45203251470497, 811.2926300723258)",Roles.ROUTER,13.30705340639684
9,"(380.6850497565745, 896.9583509474294)",Roles.CLUSTER_HEAD,13.255066628801465
10,"(367.2850207354376, 208.84242699249873)",Roles.CLUSTER_HEAD,16.65599547999646
11,"(405.1122227645597, 296.3253311892933)",Roles.CLUSTER_HEAD,13.017110783998492
12,"(410.8134917752647, 371.10942812349435)",Roles.CLUSTER_HEAD,12.503198719994812
13,"(403.9676452400324, 436.1819505169789)",Roles.ROUTER,15.194126334405546
14,"(417.1573330211249, 519.7787697320746)",Roles.DEAD,3.999233315200642
15,"(412.5399850072118, 598.3605136804681)",Roles.DEAD,3.999650891200516
16,"(440.50925294693764, 634.4924864558013)",Roles.DEAD,3.9992799040010976
17,"(451.1725702444013, 724.9681028895816)",Roles.ROOT,999990.3608199625
18,"(429.66768115349197, 817.6643975207678)",Roles.ROUTER,4.908971251203591
19,"(454.6865327646599, 870.2144046926178)",Roles.ROUTER,8.89439134240355
20,"(443.35619157135443, 219.1366012033227)",Roles.REGISTERED,15.873307171196892
21,"(469.4107732082542, 254.32337948641242)",Roles.CLUSTER_HEAD,15.433397180799604
22,"(445.396563104705, 333.1849148574987)",Roles.REGISTERED,16.897185075203495
23,"(466.0261333322873, 436.63829044609327)",Roles.CLUSTER_HEAD,8.34984723840237
24,"(470.42647134638656, 517.4150787231281)",Roles.CLUSTER_HEAD,9.04419424161074
25,"(491.4087952649592, 582.3578082659651)",Roles.DEAD,3.9985557552010733
26,"(481.3468673013436, 625.615079242931)",Roles.REGISTERED,15.804292795197648
27,"(523.5043217466362, 727.4169233561219)",Roles.DEAD,3.999422622400593
28,"(502.1912945629907, 817.3730494744311)",Roles.CLUSTER_HEAD,11.216966996803695
29,"(537.9877507944701, 882.9607406809912)",Roles.CLUSTER_HEAD,15.224814607997693
30,"(536.4700090161373, 194.184481644502)",Roles.REGISTERED,17.546975601598348
31,"(555.2323151700867, 296.92296003569044)",Roles.CLUSTER_HEAD,13.394286252798214
