Node ID,Position,Role,Power
0,"(303.46019374111063, 215.11325305840919)",Roles.REGISTERED,37.176114433622935
1,"(288.39593518355304, 288.0481222456288)",Roles.REGISTERED,37.33712290562124
2,"(308.98076116618637, 335.49774031857385)",Roles.CLUSTER_HEAD,36.42319679683048
3,"(342.16585212788175, 419.4904403510567)",Roles.CLUSTER_HEAD,30.58727071687231
4,"(343.3578814573981, 509.7916433384222)",Roles.ROUTER,32.64508670726133
5,"(352.5913183498242, 579.5576717500652)",Roles.CLUSTER_HEAD,32.13172063046473
6,"(335.8714816088192, 626.1161055510662)",Roles.REGISTERED,36.84291975682481
7,"(327.96024692771925, 744.0616929461078)",Roles.CLUSTER_HEAD,38.13459286081424
8,"(383.45203251470497, 811.2926300723258)",Roles.ROUTER,28.802851766466915
9,"(380.6850497565745, 896.9583509474294)",Roles.CLUSTER_HEAD,30.158997137665285
10,"(367.2850207354376, 208.84242699249873)",Roles.CLUSTER_HEAD,34.12122149285154
11,"(405.1122227645597, 296.3253311892933)",Roles.CLUSTER_HEAD,27.710806780860995
12,"(410.8134917752647, 371.10942812349435)",Roles.CLUSTER_HEAD,26.52677414566518
13,"(403.9676452400324, 436.1819505169789)",Roles.REGISTERED,31.81808593766263
14,"(417.1573330211249, 519.7787697320746)",Roles.CLUSTER_HEAD,12.83975191683705
15,"(412.5399850072118, 598.3605136804681)",Roles.DEAD,7.998831331247791
16,"(440.50925294693764, 634.4924864558013)",Roles.DEAD,7.9990094560484435
17,"(451.1725702444013, 724.9681028895816)",Roles.ROOT,999983.9380309428
18,"(429.66768115349197, 817.6643975207678)",Roles.ROUTER,21.427281483247867
19,"(454.6865327646599, 870.2144046926178)",Roles.ROUTER,23.54503360965344
20,"(443.35619157135443, 219.1366012033227)",Roles.REGISTERED,32.992132646460675
21,"(469.4107732082542, 254.32337948641242)",Roles.ROUTER,32.83142264005953
22,"(445.396563104705, 333.1849148574987)",Roles.REGISTERED,34.943171627238364
23,"(466.0261333322873, 436.63829044609327)",Roles.ROUTER,19.483094412848743
24,"(470.42647134638656, 517.4150787231281)",Roles.CLUSTER_HEAD,22.07667157123915
25,"(491.4087952649592, 582.3578082659651)",Roles.DEAD,7.9996508960434145
26,"(481.3468673013436, 625.615079242931)",Roles.REGISTERED,32.37740440486508
27,"(523.5043217466362, 727.4169233561219)",Roles.DEAD,7.9996253072433365
28,"(502.1912945629907, 817.3730494744311)",Roles.CLUSTER_HEAD,29.24251685606812
29,"(537.9877507944701, 882.9607406809912)",Roles.CLUSTER_HEAD,33.48639381285583
30,"(536.4700090161373, 194.184481644502)",Roles.CLUSTER_HEAD,35.942336654434804
31,"(555.2323151700867, 296.92296003569044)",Roles.CLUSTER_HEAD,28.852950145664447
