source_id,target_id,distance
6,76,551.875872
6,77,535.810380
6,78,582.545194
6,79,615.591344
6,80,755.825056
6,81,722.144849
6,82,653.636584
6,83,621.368264
6,84,635.526142
6,85,621.458266
6,86,616.898190
6,87,601.134204
6,88,644.974784
6,89,672.759445
6,90,814.936788
6,91,745.982053
6,92,742.358651
6,93,718.941055
6,94,674.466336
6,95,702.056463
6,96,685.257225
6,97,686.520681
6,98,723.702316
6,99,747.544605
7,8,46.904323
7,9,138.876366
7,10,569.090820
7,11,453.813649
7,12,396.291490
7,13,337.081910
7,14,239.590321
7,15,178.710807
7,16,100.697748
7,17,66.125900
7,18,76.790113
7,19,171.994193
7,20,542.195469
7,21,483.612357
7,22,390.925945
7,23,339.974862
7,24,256.109573
7,25,213.515189
7,26,144.930668
7,27,122.812810
7,28,140.506991
7,29,205.938800
7,30,570.197686
7,31,519.292168
7,32,437.182009
7,33,364.018495
7,34,307.085983
7,35,246.201149
7,36,247.814890
7,37,197.342194
7,38,221.160399
7,39,246.736392
7,40,611.860986
7,41,508.870441
7,42,493.399234
7,43,420.235013
7,44,366.477632
7,45,311.558858
7,46,283.099221
7,47,287.731284
7,48,305.125262
7,49,322.421790
7,50,610.407006
7,51,584.783839
7,52,508.656192
7,53,460.705295
7,54,401.947508
7,55,400.121589
7,56,339.561462
7,57,351.560657
7,58,391.516577
7,59,391.366591
7,60,641.625413
7,61,610.862835
7,62,541.052927
7,63,528.559359
7,64,467.403417
7,65,422.158839
7,66,431.360283
7,67,426.720444
7,68,431.051239
7,69,441.048598
7,70,699.835266
7,71,650.586088
7,72,642.734812
7,73,580.814041
7,74,545.294873
7,75,539.125033
7,76,525.263375
7,77,494.488860
7,78,533.006282
7,79,552.374316
7,80,783.759203
7,81,743.150287
7,82,665.980319
7,83,627.455091
7,84,628.368314
7,85,604.362147
7,86,590.134846
7,87,558.562083
7,88,592.325231
7,89,614.512763
7,90,837.708414
7,91,762.740765
7,92,751.254580
7,93,718.884855
7,94,660.988410
7,95,680.062577
7,96,655.944053
7,97,643.860956
7,98,672.178449
7,99,693.156911
8,9,92.177423
8,10,615.807245
8,11,500.697307
8,12,442.753310
8,13,383.823882
8,14,286.315829
8,15,224.564051
8,16,143.410669
8,17,94.888501
8,18,58.783105
8,19,133.566786
8,20,588.352194
8,21,529.205639
8,22,435.846736
8,23,383.978860
8,24,298.090059
8,25,253.843041
8,26,171.775416
8,27,135.191252
8,28,132.706784
8,29,173.347829
8,30,614.289094
8,31,562.860154
8,32,480.325377
8,33,403.025361
8,34,342.318932
8,35,279.296224
8,36,271.543488
8,37,209.476519
8,38,207.221377
8,39,224.878624
8,40,655.000510
8,41,549.593420
8,42,532.125884
8,43,457.284754
8,44,398.113685
8,45,340.582006
8,46,301.228080
8,47,289.857035
8,48,300.864352
8,49,303.948073
8,50,649.840046
8,51,622.479288
8,52,545.202375
8,53,493.631740
8,54,430.910587
8,55,422.421621
8,56,352.430403
8,57,352.461831
8,58,385.927390
8,59,378.610912
8,60,679.638839
8,61,645.096828
8,62,573.165668
8,63,556.270464
8,64,491.013031
8,65,438.828109
8,66,440.243523
8,67,430.437373
8,68,427.241708
8,69,427.993430
8,70,734.388665
8,71,683.138122
8,72,672.318906
8,73,606.471094
8,74,567.104456
8,75,555.795713
8,76,535.080039
8,77,496.419557
8,78,529.477355
8,79,539.448432
8,80,816.204001
8,81,773.104514
8,82,692.836226
8,83,651.926853
8,84,646.926386
8,85,618.318762
8,86,599.243226
8,87,559.065174
8,88,586.276322
8,89,604.590386
8,90,868.012847
8,91,790.932400
8,92,776.244226
8,93,740.128435
8,94,676.307321
8,95,690.988904
8,96,663.172028
8,97,643.611908
8,98,666.290148
8,99,685.300841
9,10,707.951178
9,11,592.582191
9,12,534.922105
9,13,475.950461
9,14,378.450331
9,15,316.563112
9,16,234.009140
9,17,179.229803
9,18,112.796942
9,19,97.669819
9,20,680.402096
9,21,620.896420
9,22,527.039473
9,23,474.413899
9,24,386.877166
9,25,341.370689
9,26,248.218080
9,27,199.726988
9,28,170.437120
9,29,146.870693
9,30,704.534744
9,31,652.595490
9,32,569.722955
9,33,487.983847
9,34,423.277014
9,35,358.709206
9,36,339.564833
9,37,265.399681
9,38,219.941523
9,39,218.238329
9,40,744.154687
9,41,636.036256
9,42,616.112969
9,43,539.494662
9,44,473.778790
9,45,413.692609
9,46,360.403781
9,47,324.479544
9,48,323.469510
9,49,297.753106
9,50,734.378941
9,51,704.774269
9,52,626.263104
9,53,570.076897
9,54,502.478214
9,55,484.438644
9,56,401.751706
9,57,381.688762
9,58,401.741350
9,59,380.505391
9,60,762.189859
9,61,722.463742
9,62,647.876034
9,63,624.630569
9,64,553.901881
9,65,491.810861
9,66,480.373190
9,67,461.854675
9,68,444.945304
9,69,427.357495
9,70,811.860216
9,71,757.875128
9,72,742.657440
9,73,671.245474
9,74,626.232618
9,75,606.751432
9,76,574.784119
9,77,522.892558
9,78,544.986690
9,79,536.034247
9,80,890.244662
9,81,843.493985
9,82,758.833891
9,83,714.462285
9,84,699.918535
9,85,663.896289
9,86,636.679957
9,87,581.592964
9,88,595.770653
9,89,606.049698
9,90,938.569756
9,91,858.486921
9,92,838.766889
9,93,796.767858
9,94,723.556686
9,95,730.475217
9,96,696.402274
9,97,663.330245
9,98,674.819147
9,99,689.673582
10,11,119.500274
10,12,174.568253
10,13,232.016658
10,14,329.501645
10,15,393.104486
10,16,478.940700
10,17,540.764903
10,18,616.126829
10,19,716.034763
10,20,58.305866
10,21,117.910500
10,22,205.022766
10,23,260.655780
10,24,349.196460
10,25,394.682768
10,26,505.117772
10,27,560.347739
10,28,617.963617
10,29,726.535479
10,30,152.606586
10,31,171.317817
10,32,210.578634
10,33,314.640838
10,34,381.713217
10,35,425.826478
10,36,489.245445
10,37,555.956501
10,38,670.795362
10,39,716.848368
10,40,195.685222
10,41,246.788774
10,42,288.987317
10,43,325.325926
10,44,403.377291
10,45,437.965392
10,46,523.622907
10,47,622.861040
10,48,665.496527
10,49,750.861458
10,50,294.278146
10,51,323.501853
10,52,330.103403
10,53,383.606914
10,54,431.247959
10,55,500.707121
10,56,568.349299
10,57,655.129063
10,58,717.936623
10,59,763.615203
10,60,338.274697
10,61,398.450791
10,62,409.857397
10,63,469.434166
10,64,501.765067
10,65,559.234527
10,66,630.666902
10,67,669.985326
10,68,728.374746
10,69,798.688232
10,70,436.147455
10,71,445.453197
10,72,489.469134
10,73,516.931710
10,74,550.108799
10,75,605.365103
10,76,667.656342
10,77,720.762390
10,78,789.812075
10,79,877.804306
10,80,525.816637
10,81,540.655415
10,82,542.395908
10,83,555.141282
10,84,630.415546
10,85,669.181095
10,86,711.418594
10,87,772.356375
10,88,851.818926
10,89,900.650145
10,90,599.048011
10,91,580.848686
10,92,620.726271
10,93,651.142559
10,94,687.751381
10,95,749.277267
10,96,772.381385
10,97,837.117378
10,98,909.519869
10,99,943.309834
11,12,75.170632
11,13,118.888220
11,14,215.270449
11,15,281.324261
11,16,367.601020
11,17,430.217477
11,18,505.040388
11,19,606.552693
11,20,117.137658
11,21,105.718490
11,22,132.385368
11,23,176.611900
11,24,253.648743
11,25,295.269935
11,26,402.957675
11,27,456.024317
11,28,513.632841
11,29,620.761556
11,30,203.916902
11,31,187.827178
11,32,174.526079
11,33,253.716721
11,34,306.931802
11,35,338.237717
11,36,403.912102
11,37,461.416142
11,38,572.823981
11,39,617.993230
11,40,257.000600
11,41,248.813909
11,42,280.032747
11,43,286.020383
11,44,345.886982
11,45,366.093688
11,46,444.212613
11,47,538.517824
11,48,580.328572
11,49,659.513057
11,50,331.038912
11,51,344.883835
11,52,322.735454
11,53,354.948756
11,54,382.432535
11,55,446.892360
11,56,497.003530
11,57,578.571517
11,58,641.582271
11,59,681.840875
11,60,377.157639
11,61,415.252809
11,62,403.063863
11,63,451.120230
11,64,463.854083
11,65,505.250782
11,66,571.250231
11,67,605.335551
11,68,657.694651
11,69,720.882483
11,70,473.315791
11,71,465.890436
11,72,499.669787
11,73,505.893264
11,74,525.385021
11,75,571.745970
11,76,622.741429
11,77,662.758065
11,78,729.795973
11,79,808.692281
11,80,568.467089
11,81,569.010406
11,82,549.634248
11,83,550.196534
11,84,613.706111
11,85,641.053013
11,86,673.960236
11,87,719.707451
11,88,794.035807
11,89,839.632301
11,90,640.845245
11,91,606.512657
11,92,635.753674
11,93,652.599637
11,94,669.436337
11,95,725.246955
11,96,739.494156
11,97,791.629282
11,98,858.188513
11,99,890.616730
12,13,62.710330
12,14,157.452044
12,15,218.976677
12,16,304.519873
12,17,366.212164
12,18,441.590464
12,19,541.519388
12,20,147.134015
12,21,98.219902
12,22,64.425259
12,23,101.724248
12,24,179.991612
12,25,223.238056
12,26,332.605320
12,27,387.009700
12,28,444.704564
12,29,552.857283
12,30,201.972899
12,31,167.253249
12,32,122.523228
12,33,182.803663
12,34,232.210098
12,35,263.391811
12,36,328.963792
12,37,388.211782
12,38,500.930968
12,39,546.499257
12,40,253.785629
12,41,209.595078
12,42,231.718313
12,43,222.255955
12,44,274.208606
12,45,291.460669
12,46,369.042436
12,47,463.630620
12,48,505.558563
12,49,585.810851
12,50,305.691551
12,51,309.455017
12,52,272.607676
12,53,293.311610
12,54,312.729461
12,55,375.132622
12,56,422.121002
12,57,503.404170
12,58,566.412225
12,59,606.845143
12,60,350.488074
12,61,374.033546
12,62,349.973837
12,63,391.546196
12,64,396.560944
12,65,433.070529
12,66,497.724015
12,67,530.962929
12,68,582.707239
12,69,645.729541
12,70,441.899479
12,71,425.054345
12,72,452.516594
12,73,448.461951
12,74,462.047722
12,75,504.787491
12,76,552.145377
12,77,589.234840
12,78,655.838476
12,79,733.721885
12,80,538.015059
12,81,530.169824
12,82,499.991272
12,83,494.767911
12,84,552.494001
12,85,575.397118
12,86,605.156232
12,87,647.022216
12,88,720.314581
12,89,765.405674
12,90,608.575875
12,91,565.511980
12,92,588.684627
12,93,598.745791
12,94,607.106382
12,95,660.454213
12,96,671.735102
12,97,720.294904
12,98,785.477515
12,99,817.603122
13,14,97.510090
13,15,162.549185
13,16,248.830406
13,17,311.377190
13,18,386.306136
13,19,487.677381
13,20,209.302086
13,21,159.997374
13,22,96.132516
13,23,97.147774
13,24,145.117853
13,25,181.509206
13,26,286.074782
13,27,338.049002
13,28,395.517121
13,29,502.170530
13,30,261.881343
13,31,222.645396
13,32,162.468004
13,33,187.067085
13,34,217.038354
13,35,233.249820
13,36,298.710667
13,37,348.293064
13,38,457.024160
13,39,501.624064
13,40,312.530571
13,41,253.150157
13,42,266.912017
13,43,239.111008
13,44,271.445511
13,45,275.094718
13,46,342.967495
13,47,431.482340
13,48,472.193077
13,49,546.801816
13,50,354.748727
13,51,352.305522
13,52,304.424836
13,53,310.468010
13,54,314.172852
13,55,369.547787
13,56,401.344272
13,57,476.891441
13,58,539.187891
13,59,575.092508
13,60,397.991749
13,61,411.207915
13,62,376.459785
13,63,409.158236
13,64,401.409689
13,65,425.237623
13,66,484.217974
13,67,512.977171
13,68,559.501620
13,69,616.594001
13,70,485.193699
13,71,461.694304
13,72,483.215120
13,73,467.937193
13,74,472.896898
13,75,508.718528
13,76,547.531416
13,77,575.000856
13,78,639.264444
13,79,710.041626
13,80,580.972126
13,81,567.149001
13,82,527.627147
13,83,516.084240
13,84,565.515178
13,85,581.030378
13,86,604.338039
13,87,635.572421
13,88,704.510580
13,89,746.984858
13,90,649.767107
13,91,600.415167
13,92,617.964400
13,93,620.826271
13,94,617.951577
13,95,666.916923
13,96,672.634520
13,97,712.568523
13,98,773.260672
13,99,804.205178
14,15,67.646788
14,16,153.139198
14,17,215.949633
14,18,290.201042
14,19,392.328408
14,20,304.368833
14,21,249.479978
14,22,164.746752
14,23,128.349523
14,24,101.264612
14,25,113.656992
14,26,201.237377
14,27,248.682236
14,28,305.130612
14,29,409.476856
14,30,344.870065
14,31,298.950683
14,32,224.112142
14,33,198.113137
14,34,191.783729
14,35,179.721166
14,36,239.051123
14,37,271.135855
14,38,372.257070
14,39,415.209307
14,40,392.067692
14,41,310.447892
14,42,311.262832
14,43,259.989113
14,44,258.899358
14,45,240.299477
14,46,287.398653
14,47,363.313750
14,48,401.340290
14,49,467.190086
14,50,415.831810
14,51,403.435816
14,52,341.182561
14,53,324.885697
14,54,304.223913
14,55,344.836423
14,56,351.343715
14,57,415.827472
14,58,475.779520
14,59,504.778113
14,60,455.206263
14,61,451.124321
14,62,401.064693
14,63,418.483291
14,64,391.279770
14,65,394.298439
14,66,442.455340
14,67,463.667143
14,68,501.502811
14,69,549.327122
14,70,533.126197
14,71,499.167985
14,72,510.465987
14,73,477.860269
14,74,469.141576
14,75,493.022838
14,76,517.588119
14,77,529.892550
14,78,589.549047
14,79,649.238412
14,80,626.520062
14,81,602.722943
14,82,548.750196
14,83,527.419790
14,84,562.453160
14,85,566.060185
14,86,578.902267
14,87,593.474179
14,88,654.986915
14,89,693.195969
14,90,691.211986
14,91,631.893706
14,92,639.811552
14,93,630.935635
14,94,610.302054
14,95,651.503433
14,96,648.545963
14,97,674.819799
14,98,728.126737
14,99,757.026789
15,16,86.283827
15,17,148.926140
15,18,223.757040
15,19,325.332774
15,20,363.842558
15,21,304.915634
15,22,213.031295
15,23,164.832758
15,24,95.651428
15,25,76.660143
15,26,137.043704
15,27,181.726662
15,28,237.753367
15,29,341.835159
15,30,393.470689
15,31,343.945432
15,32,263.610594
15,33,209.492087
15,34,177.884313
15,35,143.766519
15,36,192.499996
15,37,210.458420
15,38,306.534573
15,39,348.747909
15,40,437.211070
15,41,342.515782
15,42,334.829424
15,43,271.382561
15,44,247.133721
15,45,213.378877
15,46,241.576762
15,47,306.726537
15,48,342.606003
15,49,403.334003
15,50,447.134810
15,51,428.126534
15,52,358.314949
15,53,327.669594
15,54,291.128962
15,55,319.072112
15,56,307.283677
15,57,362.931693
15,58,420.682266
15,59,445.461562
15,60,482.897938
15,61,466.763226
15,62,407.593790
15,63,413.867449
15,64,374.026330
15,65,362.330420
15,66,401.818743
15,67,417.621468
15,68,449.425367
15,69,491.401646
15,70,552.716256
15,71,511.994923
15,72,515.895768
15,73,471.984900
15,74,454.003200
15,75,469.092989
15,76,483.501972
15,77,485.618324
15,78,541.699608
15,79,594.345890
15,80,643.014756
15,81,612.391900
15,82,549.143712
15,83,521.417787
15,84,545.853837
15,85,541.274484
15,86,546.882764
15,87,550.380684
15,88,606.707525
15,89,642.106627
15,90,703.976082
15,91,638.244229
15,92,639.266542
15,93,622.339626
15,94,589.816380
15,95,625.237813
15,96,616.546501
15,97,633.707567
15,98,682.011880
15,99,709.496492
16,17,62.811430
16,18,137.481695
16,19,239.206552
16,20,448.022359
16,21,387.351561
16,22,293.059038
16,23,240.616972
16,24,155.424176
16,25,113.363522
16,26,81.551028
16,27,106.083301
16,28,157.619861
16,29,257.641118
16,30,470.907219
16,31,419.461860
16,32,337.014280
16,33,264.158100
16,34,211.222671
16,35,154.905130
16,36,174.763493
16,37,156.997089
16,38,232.823892
16,39,271.763697
16,40,511.713705
16,41,408.221266
16,42,393.492494
16,43,321.665997
16,44,274.679126
16,45,225.044370
16,46,219.102928
16,47,257.456713
16,48,287.060132
16,49,333.808896
16,50,510.083932
16,51,485.397035
16,52,410.260288
16,53,366.270743
16,54,313.596805
16,55,322.953878
16,56,282.925181
16,57,319.220057
16,58,370.847989
16,59,386.238028
16,60,541.984238
16,61,514.348665
16,62,447.140482
16,63,440.617604
16,64,386.618985
16,65,354.775813
16,66,378.883094
16,67,384.915737
16,68,404.840169
16,69,434.439319
16,70,602.818560
16,71,555.740535
16,72,551.496062
16,73,495.470252
16,74,466.412746
16,75,469.228731
16,76,468.429440
16,77,454.146203
16,78,502.964717
16,79,542.087901
16,80,688.705379
16,81,651.067151
16,82,578.316951
16,83,543.537869
16,84,554.005442
16,85,538.396819
16,86,533.438928
16,87,519.548371
16,88,566.243615
16,89,596.294545
16,90,744.951481
16,91,672.834139
16,92,665.823712
16,93,639.337228
16,94,591.893640
16,95,618.690112
16,96,601.849466
16,97,604.757511
16,98,644.307199
16,99,669.137618
17,18,75.421908
17,19,176.423822
17,20,508.440050
17,21,446.658412
